id	signature	author	title	first_line	year	razmer	source_type	text_raw	text_lem	corpus
rp	Дельвиг	Дельвиг	Русская песня	Пела пела пташечка	1824	Х32дж	periodical	"Пела, пела пташечка
И затихла;
Знало сердце радости
И забыло.
Что, певунья пташечка,
Замолчала?
Как ты, сердце, сведалось
С черным горем?
Ах! убили пташечку
Злые вьюги;
Погубили молодца
Злые толки!
Полететь бы пташечке
К синю морю;
Убежать бы молодцу
В лес дремучий!
На море валы шумят,
А не вьюги;
В лесе звери лютые,
Да не люди!
"	петь петь пташечка и затихать знать сердце радость и забывать что певунья пташечка замолчать как ты сердце сведаться с черный горе ах убивать пташечка злой вьюга погубить молодец злой толки полететь бы пташечка к синить море убегать бы молодец в лес дремучий на море вал шуметь а не вьюга в лес зверь лютый да не человек	rus_song
rp	Дельвиг	Дельвиг	Русская песня	Что красотка молодая	1823	Х43ж	periodical	"Что, красотка молодая,
Что ты, светик, плачешь?
Что головушку, вздыхая,
К белой ручке клонишь?
Или словом, или взором
Я тебя обидел?
Иль нескромным разговором
Ввел при людях в краску?
Нет, лежит тоска иная
У тебя на сердце!
Нет, кручинушку другую
Ты вложила в мысли!
Ты не хочешь, не желаешь
Молодцу открыться,
Ты боишься милу другу
Заповедать тайну!
Не слыхали ль злые люди
Наших разговоров?
Не спросили ль злые люди
У отца родного;
Не спросили ль сопостаты
У твоей родимой:
«Чей у ней на ручке перстень?
Чья в повязке лента,
Лента, ленточка цветная,
С золотой каймою;
Перстень с чернью расписною,
С чистым изумрудом?»
Не томи, открой причину
Слез твоих горючих!
Перелей в мое ты сердце
Всю тоску-кручину,
Перелей тоску-кручину
Сладким поцелуем:
Мы вдвоем тоску-кручину
Легче растоскуем.
"	что красотка молодой что ты светик плакать что головушка вздыхать к белый ручка клонить или слово или взор я ты обижать иль нескромный разговор вводить при человек в краска нет лежать тоска иной у ты на сердце нет кручинушка другой ты вкладывать в мысль ты не хотеть не желать молодец открываться ты бояться мила друг заповедовать тайна не слыхать ль злой человек наш разговор не спрашивать ль злой человек у отец родной не спрашивать ль сопостат у твой родимый чей у она на ручка перстень чей в повязка лента лента ленточка цветной с золотой кайма перстень с чернь расписной с чистый изумруд не томь открывать причина слеза твой горючий переливать в мой ты сердце весь тоска кручина переливать тоска кручина сладкий поцелуй мы вдвоем тоска кручина легко растосковать	rus_song
rp	Дельвиг	Дельвиг	Русская песня	Ах ты ночь ли	1821	Х3д	periodical	"Ах ты, ночь ли,
Ноченька!
Ах ты, ночь ли,
Бурная!
Отчего ты
С вечера
До глубокой
Полночи
Не блистаешь
Звездами,
Не сияешь
Месяцем?
Все темнеешь
Тучами?
И с тобой, знать,
Ноченька,
Как со мною,
Молодцем,
Грусть-злодейка
Сведалась!
Как заляжет,
Лютая,
Там, глубоко
На сердце —
Позабудешь
Девицам
Усмехаться,
Кланяться;
Позабудешь
С вечера
До глубокой
Полночи,
Припевая,
Тешиться
Хороводной
Пляскою!
Нет, взрыдаешь,
Всплачешься,
И, безродный
Молодец,—
На постелю
Жесткую,
Как в могилу,
Кинешься!
"	ах ты ночь ли ноченька ах ты ночь ли бурный отчего ты с вечер до глубокий полночь не блистать звезда не сиять месяц весь темнеть туча и с ты знать ноченька как со я молодец грусть злодейка сведаться как залегать лютый там глубоко на сердце позабывать девица усмехаться кланяться позабывать с вечер до глубокий полночь припевать тешиться хороводный пляска нет взрыдать всплакаться и безродный молодец на постилать жесткий как в могила кинуться	rus_song
rp	Дельвиг	Дельвиг	Русская песня	Голова ль моя головушка	1823	Х4д	periodical	"Голова ль моя, головушка,
Голова ли молодецкая,
Что болишь ты, что ты клонишься
Ко груди, к плечу могучему?
Ты не то была, удалая,
В прежни годы, в дни разгульные,
В русых кудрях, в красоте твоей,
В той ли шапке, шапке бархатной,
Соболями отороченной.
Днем ли в те поры я выеду,
В очи солнце — ты не хмуришься;
В темном лесе в ночь ненастную
Ты найдешь тропу заглохшую;
Красна ль девица приглянется —
И без слов ей все повыскажешь;
Повстречаются ль недобрые —
Только взглянут и вспокаются.
Что ж теперь ты думу думаешь,
Думу крепкую, тяжелую?
Иль ты с сердцем перемолвилась,
Иль одно вы с ним задумали?
Иль прилука молодецкая
Ни из сердца, ни с ума нейдет?
Уж не вырваться из клеточки
Певчей птичке конопляночке:
Знать, и вам не видеть более
Прежней воли с прежней радостью.
"	голова ль мой головушка голова ли молодецкий что болеть ты что ты клониться ко грудь к плечо могучий ты не то быть удалой в прежний год в день разгульный в русый кудри в красота твой в тот ли шапка шапка бархатный соболь оторачивать день ли в тот пора я выезжать в око солнце ты не хмуриться в темный лес в ночь ненастный ты находить тропа заглохнуть красный ль девица приглянуться и без слово она весь повысказывать повстречаться ль недобрый только взглядывать и вспокаяться что ж теперь ты дума думать дума крепкий тяжелый иль ты с сердце перемолвиться иль один вы с он задумывать иль прилука молодецкий ни из сердце ни с ум нейти уж не вырываться из клеточка певчий птичка конопляночка знать и вы не видеть более прежний воля с прежний радость	rus_song
rp	Дельвиг	Дельвиг	Русская песня	Сиротинушка девушка	1828	Ан2д	periodical	"Сиротинушка, девушка!
Полюби меня, молодца,
Полюбя, приголубливай,
Мои кудри расчесывай.
Хорошо цветку на поле,
Любо пташечке на небе,—
Сиротинушке, девушке
Веселей того с молодцем.
У меня в дому волюшка,
От беды оборонушка,
Что от дождичка кровелька,
От жары дневной ставеньки;
От лихой же разлучницы,
От лукавой указчицы
На воротах замок висит,
В подворотенку пес глядит.
"	сиротинушка девушка полюбить я молодец полюбя приголубливать мой кудри расчесывать хорошо цветок на поле любо пташечка на небо сиротинушка девушка весело то с молодец у я в дом волюшка от беда оборонушка что от дождичек кровелька от жара дневной ставенький от лихой же разлучница от лукавый указчица на ворота замок висеть в подворотенк пес глядеть	rus_song
rp	Дельвиг	Дельвиг	Русская песня	Скучно девушки весною жить одной	1824	Х6м	periodical	"Скучно, девушки, весною жить одной:
Не с кем сладко побеседовать младой.
Сиротинушка, на всей земле одна,
Подгорюнясь ли присядешь у окна —
Под окошком все так весело глядит,
И мне душу то веселие томит.
То веселье — не веселье, а любовь,
От любви той замирает в сердце кровь.
И я выду во широкие поля —
С них ли негой так и веет на тебя;
Свежий запах каждой травки полевой
Вреден девице весеннею порой,
Хочешь с кем-то этим запахом дышать
И другим устам его передавать;
Белой груди чем-то сладким тяжело,
Голубым очам при солнце не светло.
Больно, больно безнадежной тосковать!
И я кинусь на тесовую кровать,
К изголовью правой щечкою прижмусь
И горючими слезами обольюсь.
Как при солнце летом дождик пошумит,
Травку вспрыснет, но ее не освежит,
Так и слезы не свежат меня, младой;
Скучно, девушки, весною жить одной!
"	скучно девушка весна жить один не с кто сладко побеседовать младой сиротинушка на весь земля один подгорюниться ли приседать у окно под окошко весь так весело глядеть и я душа то веселие томить то веселие не веселие а любовь от любовь тот замирать в сердце кровь и я выд во широкий поле с они ли нега так и веять на ты свежий запах каждый травка полевой вредный девица весенний пора хотеть с кто-то этот запах дышать и другой уста он передавать белый грудь что-то сладкий тяжело голубой око при солнце не светло больно больно безнадежный тосковать и я кинуться на тесовый кровать к изголовье правый щечка прижиматься и горючий слеза обливаться как при солнце лето дождик пошуметь травка вспрыскивать но она не освежать так и слеза не свежать я младой скучно девушка весна жить один	rus_song
rp	Дельвиг	Дельвиг	NA	И я выду ль на крылечко	1828	Х4жм	periodical	"И я выду ль на крылечко,
На крылечко погулять,
И я стану ль у колечка
О любезном горевать;
Как у этого ль колечка
Он впоследнее стоял,
И печальное словечко
Мне, прощаючись, сказал:
За турецкой за границей
В басурманской стороне,
По тебе лишь, по девице,
Слезы лить досталось мне!..
"	и я выд ль на крылечко на крылечко погулять и я становиться ль у колечко о любезный горевать как у это ль колечко он впоследний стоять и печальный словечко я прощаючиться сказать за турецкий за граница в басурманский сторона по ты лишь по девица слеза лить доставаться я	rus_song
rp	Дельвиг	Дельвиг	NA	Как за реченькой слободушка стоит	1828	Х6м	periodical	"Как за реченькой слободушка стоит,
По слободке той дороженька бежит,
Путь-дорожка широка, да не длинна,
Разбегается в две стороны она:
Как налево — на кладбище к мертвецам,
А направо — к закавказским молодцам,
Грустно было провожать мне, молодой,
Двух родимых и по той, и по другой:
Обручальника по левой проводя,
С плачем матерью-землей покрыла я;
А налетный друг уехал по другой,
На прощанье мне кивнувши головой.
"	как за реченька слободушка стоять по слободка тот дороженька бежать путь дорожка широкий да не длинный разбегаться в два сторона она как налево на кладбище к мертвец а направо к закавказский молодец грустно быть провожать я молодой два родимый и по тот и по другой обручальник по левый проводить с плакать мать земля покрывать я а налетный друг уезжать по другой на прощание я кивнуть голова	rus_song
rp	Дельвиг	Дельвиг	Русская песня	Я вечор в саду младешенька гуляла	1831	Х6ж + Х5ж	periodical	"Я вечор в саду, младешенька, гуляла,
И я белую капусту поливала,
Со правой руки колечко потеряла;
Залилася я горючими слезами,
И за это меня матушка бранила:
«Стыдно плакать об колечке! — говорила. —
Я куплю тебе колечко золотое,
Я куплю тебе колечко с изумрудом».
— «Нет, нет, матушка, не надо никакого!
То колечко было друга дорогого;
Милый друг дал мне его на память.
Любовь милого дороже изумруда.
Любовь милого дороже всего света».
"	я вечор в сад младешенек гулять и я белый капуста поливать со правый рука колечко потерять залилася я горючий слеза и за это я матушка бранить стыдно плакать об колечко говорить я купить ты колечко золотой я купить ты колечко с изумруд нет нет матушка не надо никакой то колечко быть друг дорогой милый друг давать я он на память любовь милый дорогой изумруд любовь милый дорогой все свет	rus_song
rp	Ершов, П.П.	Ершов, П.П.	Молодой орел	Как во поле во широком	1834	Х4жм	periodical	"Как во поле во широком
Дуб высокий зеленел;
Как на том дубу высоком
Млад ясен орел сидел.

Тот орел ли быстрокрылой
Крылы мочные сложил.
И к сырой земле уныло
Ясны очи опустил.

Как от дуба недалеко
Речка быстрая течет,
А по речке по широкой
Лебедь белая плывет.

Шею выгнув горделиво,
Хвост раскинув над водой,
Лебедь белая игриво
Струйку гонит за собой.

""Что, орел мой быстрокрылой,
Крылья мочные сложил?
Что к сырой земле уныло
Ясны очи опустил?

Аль не видишь - недалеко
Речка быстрая течет,
А по речке по широкой
Лебедь белая плывет?

Мочны крылья опустились?
Клёв ли крепкий ослабел?""
Сильны ль когти притупились?
Взор ли ясный потемнел?

Что с тобою, быстрокрылой?
Не случилась ли беда?""
Как возговорит уныло
Млад ясен орел тогда:

""Нет, я вижу: недалеко
Речка быстрая течет,
А по речке по широкой
Лебедь белая плывет.

Мочны крылья не стареют;
Крепкий клёв не ослабел,
Сильны когти не тупеют,
Ясный взор не потемнел.

Но тоска, тоска-кручина
Сердце молодца грызет,
Опостыла мне чужбина,
Край родной меня зовет.

Там в родном краю приволье
По поднебесью летать,
В чистом поле на раздолье
Буйный ветер обгонять.

Там бураном вьются тучи;
Там потоком лес шумит;
Там дробится гром летучий
В быстром беге о гранит.

Там средь дня, в выси далекой
Тучи полночья висят;
Там средь полночи глубокой
Льды зарницами горят.

Скоро ль, скоро ль я оставлю
Чужеземные края?
Скоро ль, скоро ль я расправлю
Крылья мочные мои?

Я с знакомыми орлами
Отдохну в родных лесах;
Я взнесусь над облаками,
Я сокроюсь в небесах"".
"	как во поле во широкий дуб высокий зеленеть как на то дуб высокий младой ясный орел сидеть тот орел ли быстрокрылый крыл мочный слагать и к сырой земля уныло ясный око опускать как от дуб недалеко речка быстрый течь а по речка по широкий лебедь белый плыть шея выгибать горделиво хвост раскидывать над вода лебедь белый игриво струйка гнать за себя что орел мой быстрокрылый крыло мочный слагать что к сырой земля уныло ясный око опускать аль не видеть недалеко речка быстрый течь а по речка по широкий лебедь белый плыть мочный крыло опускаться клев ли крепкий ослабевать сильный ль коготь притупляться взор ли ясный потемнеть что с ты быстрокрылый не случаться ли беда как возговаривать уныло младой ясный орел тогда нет я видеть недалеко речка быстрый течь а по речка по широкий лебедь белый плыть мочный крыло не стареть крепкий клев не ослабевать сильный коготь не тупеть ясный взор не потемнеть но тоска тоска кручина сердце молодец грызть опостыть я чужбина край родной я звать там в родной край приволье по поднебесье летать в чистый поле на раздолье буйный ветер обгонять там буран виться туча там поток лес шуметь там дробиться гром летучий в быстрый бег о гранит там средь день в высь далекий туча полночий висеть там средь полночь глубокий лед зарница гореть скоро ль скоро ль я оставлять чужеземный край скоро ль скоро ль я расправлять крыло мочный мой я с знакомый орел отдыхать в родные лес я взноситься над облако я сокрыться в небо	rus_song
rp	Ершов, П.П.	Ершов, П.П.	Русская песня	Уж не цвесть цветку в пустыне	1835	Х4жм	periodical	"Уж не цвесть цветку в пустыне,
В клетке пташечке не петь!
Уж на горькой на полыне
Сладкой ягодке не зреть!

Ясну солнышку в ненастье
В синем небе не сиять!
Добру молодцу в несчастье
Дней веселых не видать!

Как во той ли тяжкой доле
Русы кудри разовью;
Уж как выйду ль в чисто поле
Разгулять тоску мою.

Может, ветер на долину
Грусть-злодейку разнесет;
Может, речка злу кручину
Быстрой струйкой разобьет.

Не сходить туману с моря,
Не сбежать теням с полей,
Не разбить мне люта горя,
Не разнесть тоски моей!
"	уж не цвесть цветок в пустыня в клетка пташечка не петь уж на горький на полын сладкий ягодка не зреть ясна солнышко в ненастье в синий небо не сиять добро молодец в несчастие день веселый не видать как во тот ли тяжкий доля русый кудри развивать уж как выходить ль в чисто поле разгуливать тоска мой мочь ветер на долина грусть злодейка разнести мочь речка зло кручина быстрый струйка разбивать не сходить туман с море не сбегать тень с поле не разбивать я лютый горе не разнесть тоска мой	rus_song
rp	Ершов, П.П.	Ершов, П.П.	Песня старика луки	Вдоль по улице широкой	1835	Х4жм + Х4 с нарушениями в рефрене	periodical	"Вдоль по улице широкой
Молодой кузнец идет;
Ох, идет кузнец, идет,
Песню с посвистом поет.
   Тук! Тук! Тук! С десяти рук
   Приударим, братцы, вдруг.
Соловьем слова раскатит,
Дробью речь он поведет;
Ох, речь дробью поведет,
Словно меду поднесет.

Полюби, душа Параша,
Ты лихого молодца;
Ох, лихого молодца,
Что в Тобольске кузнеца.

Как полюбишь, разголубишь,
Словно царством подаришь;
Ох, уж царством подаришь,
Енералом учинишь.
   Тук! Тук! и пр.
"	вдоль по улица широкий молодой кузнец идти ох идти кузнец идти песня с посвист петь тук тук тук с десять рука приударять братец вдруг соловей слово раскатить дробь речь он поводить ох речь дробь поводить словно мед подносить полюбить душа параша ты лихой молодец ох лихой молодец что в тобольск кузнец как полюбить разголубить словно царство подарить ох уж царство подарить енерал учинять тук тук и пр?	rus_song
rp	Ершов, П.П.	Ершов, П.П.	Кольцо с бирюзою	Камень милый бирюзовый	1837	Х4жм	periodical	"Камень милый, бирюзовый,
Ненаглядный цвет очей!
Ах, зачем, мой милый камень,
Ты безвременно потух?
Я тебя ли не лелеял?
Я тебя ли не берег?
Что ж по-прежнему не светишь?
Что не радуешь очей?
Ах, я слышу, ах, я знаю,
Милый камень, твой ответ:
""Скоро, скоро нас оставит
Незабвенный ангел наш.
Свет очей ее небесных
Освещал меня собой
И дыханье уст прелестных
Оживляло красотой!""
Ты померкни, ты потускни,
Камень милый, дорогой!
Расколися, разломися,
Ты - заветное кольцо!
Что мне кольца, что мне камни,
Если нет со мной ее?
С ней и радость, с ней и счастье!
Без нее мне жизнь не в жизнь!
"	камень милый бирюзовый ненаглядный цвет око ах зачем мой милый камень ты безвременный потухать я ты ли не лелеять я ты ли не берег что ж по-прежнему не светить что не радовать око ах я слышать ах я знать милый камень твой ответ скоро скоро мы оставлять незабвенный ангел наш свет око она небесный освещать я себя и дыхание уста прелестный оживлять красота ты померкнуть ты потускнуть камень милый дорогой расколисить разломися ты заветный кольцо что я кольцо что я камень если нет со я она с она и радость с она и счастие без она я жизнь не в жизнь	rus_song
rp	Жарков, А.	Жарков, А.	NA	Уж давно то я томлюсь	1847	Х4мдмдмм + Пс	periodical	"Уж давно то я томлюсь,
Сидя в тереме родительском:
Чисто поле предо мной,
Позади леса дремучие!

Ясно ль солнце взойдет,
В ночь звезда ли блеснет,
А тоска моя
Все теснит меня!

В чистом поле на коне
Не проедет добрый молодец,
Нет подруженьки со мной,
Не с кем словом перемолвиться:
Только ветер шумит,
Вещий ворон кричит,
И тоска моя
Все томит меня!

Не шуми ты, буйный вихрь,
Не кричи, птица зловещая:
В терему сидеть одной
Уж и так то мне не радостно!
Ноет, ноет грудь
Тяжело вздохнуть,
И грызет змея
Все тоска моя!

Перестань же ты, тоска
Надрывать мое сердечушко!
Ох, пусти меня, отец,
Золотую дай мне волюшку!
Нет, не слышно ему!
Грустно мне в терему!
И тоска моя
Сокрушит меня!
"	уж давно то я томиться сидеть в терем родительский чисто поле предо я позади лес дремучий ясно ль солнце восходить в ночь звезда ли блеснуть а тоска мой весь теснить я в чистый поле на конь не проехать добрый молодец нет подруженька со я не с кто слово перемолвиться только ветер шуметь вещий ворон кричать и тоска мой весь томить я не шуметь ты буйный вихорь не кричать птица зловещий в терем сидеть один уж и так то я не радостно ныть ныть грудь тяжело вздыхать и грызть змея весь тоска мой переставать же ты тоска надрывать мой сердечушко ох пускать я отец золотой давать я волюшка нет не слышно он грустно я в терем и тоска мой сокрушать я	rus_song
rp	Заангарский Сибиряк	Заангарский Сибиряк	Песнь страдальца	Разломайся грудь	1837	Пс	periodical	"Разломайся грудь,
Разорвися грудь,
Горемышная,
Горе-горькая!

Перестань светить,
Перестань блистать,
Луна тихая,
Безотрадная!

Предо мной вдали
Видны насыпи
Бесконечныя,
Намогильныя.

Оне скрылись в туман
Светло-радужный
С переливами
Яркой зелени.

Тут-то грезы мои,
Думы сладкие
Развиваются,
Разбегаются.

И в мечтаньи она —
В чудном облаке
Тихо носится,
Улыбается

Приходите, друзья,
На могилу мою,
В часы вечера,
В тихом сумраке.

Вспомяните меня
И примолвите:
Он любил одну,
Он дышал одной!

Нет! забудут меня,
Не вспомянут меня,
Меня, бедного,
Несчастливого!
Разломайся грудь,
Разорвися грудь,
Горемышная,
Горе-горькая!
"	разламываться грудь разорвисеться грудь горемышный горе горький переставать светить переставать блистать луна тихий безотрадный предо я вдали видный насыпь бесконечный намогильный они скрываться в туман светло радужный с перелив яркий зелень тут-то греза мой дума сладкий развиваться разбегаться и в мечтание она в чудный облако тихо носиться улыбаться приходить друг на могила мой в часы вечер в тихий сумрак вспомянуть я и примолвить он любить один он дышать один нет забывать я не вспомянуть я я бедный несчастливый разламываться грудь разорвисеться грудь горемышный горе горький	rus_song
rp	Зотов, В.Р.	Зотов, В.Р.	Русская песня	Как пойду ль сидеть	1841	Пс	periodical	"Как пойду ль сидеть
За ворота я,
Буду вдаль смотреть
Без заботы я.
Уж как сяду я
Там украдкою,
Но с отрадою,
Сердце радуя
Думой сладкою:
Ожиданием
Друга милого,
Провожанием
Дня постылого
Наряжуся я:
Обовью кругом
Шеи бусы я,
Косы русые
Заплету венцом.
И надену я
Сарафан к лицу
С золотой каймой —
Хоть сейчас к венцу,
Шелком он обшит,
Снизу — сборчатый,
Он как жар горит,
Весь узорчатый.
В нем-то буду я
Друга сердца ждать,
С кем забуду я
Горевать, страдать.
"	как пойти ль сидеть за ворота я быть вдаль смотреть без забота я уж как садиться я там украдка но с отрада сердце радовать дума сладкий ожидание друг милый провожание день постылый наряжуся я обвивать кругом шея бусы я коса русый заплетать венец и надевать я сарафан к лицо с золотой кайма хоть сейчас к венец шелк он обшивать снизу сборчатый он как жар гореть весь узорчатый в он то быть я друг сердце ждать с кто забывать я горевать страдать	rus_song
rp	Ибрагимов, Л.Н.	Ибрагимов, Л.Н.	Русские песни	Ты душа ль моя красна девица	1839	Пс2	periodical	"Ты душа ль моя, красна девица!
Ты звезда моя ненаглядная!
Ты услышь меня, полюби меня,
Полюби меня, радость дней моих!..

Ах! как взглянешь ты, раскрасавица,
Мне тогда твои очи ясные
Ярче солнышка в небе кажутся,
Черней сумрака в ночь осеннюю!..
И огнем горит, и ключом кипит
Кровь горячая, молодецкая;
Всё к тебе манит, всё к тебе зовет
Сердце пылкое, одинокое!..

И склоню к тебе я головушку
Свою буйную, разудалую;
Я отдам тебе свою волюшку,
Во чужих руках небывалую;
Я скажу тогда: ты прости навек,
Жизнь разгульная, молодецкая!
Мне милей тебя моя милая,
Душа-девица, раскрасавица!
"	ты душа ль мой красный девица ты звезда мой ненаглядный ты услышать я полюбить я полюбить я радость день мой ах как взглядывать ты раскрасавица я тогда твой око ясный яркий солнышко в небо казаться черный сумрак в ночь осенний и огонь гореть и ключ кипеть кровь горячий молодецкий весь к ты манить весь к ты звать сердце пылкий одинокий и склонять к ты я головушка свой буйный разудалый я отдавать ты свой волюшка во чужой рука небывалый я сказать тогда ты прощать навек жизнь разгульный молодецкий я милый ты мой милый душа девица раскрасавица	rus_song
rp	Ибрагимов, Н.М.	Ибрагимов, Н.М.	Раздел: Песни (подражание польской)	Вечерком красна девица	1815	Х4жм	periodical	"Вечерком красна девица
На прудок за стадом шла;
Черноброва, белолица
Так гуськов своих гнала:
Тига, тига, тига,
Вы, гуськи мои, домой!

Не ищи меня богатый:
Ты постыл моей душе.
Что мне, что твои палаты?
С милым рай и в шалаше!

Нас одних для нас довольно:
Всё любовь нам заменит.
А сердечны слезы больно
Через золото ронить.
"	вечерок красный девица на прудок за стадо идти чернобровый белолицый так гуськов свой гнать тига тига тига вы гусек мой домой не искать я богатый ты постынуть мой душа что я что твой палата с милый рай и в шалаш мы один для мы довольно весь любовь мы заменять а сердечный слеза больно через золото ронить	rus_song
rp	Ибрагимов, Н.М.	Ибрагимов, Н.М.	Русская песня	Во поле березанька стояла	1825	Х5ж	periodical	"Во поле березонька стояла,
Люли, люли, стояла, 
В чистом кудрява бушевала,
В тереме девица горевала;
Девицу со милым разлучают,
Девицу с постылым обручают.
Нелюб не умом взял, не приятством -
Взял большой роднёю и богатством.
Милый беспоместен, беспороден,
Он душой богат и благороден.
Не в мешках любовь, не в родословных -
В жертвах добровольных, безусловных.
С милым мы глазами сговорились,
С милым мы сердцами подарились;
Скоро ли, ах, милый! не дождуся,
Я с тобой свиданьем наслаждуся,
От докук нелюба свобожуся?
Люли, люли, свобожуся?
"	во поле березонька стоять люли люли стоять в чистый кудрявый бушевать в терем девица горевать девица со милый разлучать девица с постылый обручать нелюб не ум взять не приятство взять большой родня и богатство милый беспоместный беспородный он душа богатый и благородный не в мешок любовь не в родословная в жертва добровольный безусловный с милый мы глаз сговариваться с милый мы сердце подариться скоро ли ах милый не дождаться я с ты свидание наслаждаться от докука нелюб свобожуся люли люли свобожуся	rus_song
rp	Протопопов, А.П.	Протопопов, А.П.	Волжская песня	Ах ты, батюшка, наш кабачек	1842	Пс2	periodical	"Ах ты, батюшка, наш кабачек,
На красе стоит, на притиночке,
Ох ты радость — свет зелено вино!
Ты стеклом блестишь во братиночке!
Взвесели сердца молодецкие,
Приведи в забытье нужду скудную.
Без тебя житье наше горькое:
Без тебя мороз в нас все сердце жмет…
Ты нам жизнь даешь, жизнь веселую,
Жизнь веселую, беззаботную.
Без вина грусть-скорбь обуяла б нас —
И житье-бытье опостылило б;
Ты все радости, ты все счастье нам,
Только жаль, что ты нашим враг мошнам.
Все труды наши мозольные,
Все добышки христианские,
Сквозь вороночки широкие
Процежаются в невозвратный путь.
"	ах ты батюшка наш кабачка на краса стоять на притиночка ох ты радость свет зеленый вино ты стекло блестеть во братиночка взвеселять сердце молодецкий приводить в забытье нужда скудный без ты житие наш горький без ты мороз в мы весь сердце жать ты мы жизнь давать жизнь веселый жизнь веселый беззаботный без вино грусть скорбь обуять б мы и житие бытье опостылить б ты весь радость ты весь счастие мы только жаль что ты наш враг мошна весь труд наш мозольный весь добышка христианский сквозь вороночка широкий процежаться в невозвратный путь	rus_song
rp	Иванов, В.	Иванов, В.	Русская песня	Не горюй, девица красная	1834	Х4д + Ан2м	periodical	"Не горюй, девица красная –
И глазок голубой
Не тумань ты слезой,
Придет грусть-беда, наплачешься.

Заплети же косу русую,
Нарядися в тафту,
Девичью красоту
Не губи тоской безвременной
"	не горевать девица красный и глазок голубой не туманить ты слеза прийти грусть беда наплакаться заплетать же коса русый нарядися в тафта девичий красота не губить тоска безвременный	rus_song
