,Unnamed: 0,id,id_st,text,meter
2123,2124,P_1527,P_1527_23,"<Ляпунов>
Романов!... Он еще ребенок!",anapaistos
2124,2125,P_1527,P_1527_24,"<Незнакомец>
Да все законный царь! Да все
Он Русский царь! и из пеленок
Давно уж вышел!",dolnik3
2125,2126,P_1527,P_1527_25,"<Ляпунов>
Что ж мое
Старанье сделает? быть-может,
Не хочет дума?",iambos
2126,2127,P_1527,P_1527_26,"<Незнакомец>
Вот беда!
Пускай друг друга с злобы гложет
Вся ваша дума — никогда
Мы не признаем Владислава,
Мы, церкви чистые сыны?
Что за неволя, что за слава —
Порочить честь родной страны?
Над нами Господа десница!
Пусть Лях придет, Москву зажжем,
Так околеет как лисица
От дыму Русского! Найдем,
Найдем, боярин, мы меж нами,
Между простыми мужиками,
Кому отчизну отстоять,
Кому злодеев доканать!
Роесия-матушка богата,
Сильна умом, сильна мечом;
В казну дадим все наше злато,
А сами в ратники пойдем!
Мы не уступим царства даром
Ни Владиславу, ни боярам...
Затейте зло: вспугнем всегда
Грачей с орлиного гнезда!...""",iambos
2127,2128,P_1527,P_1527_27,"Как сильно в сердце Ляпунова
Избытка чувств простой язык
Неожидаемо проник!
Не смел он вымолвить ни слова;
В нем пробудился чести глас;
Он слышит совести укоры,
Он потупляет в землю взоры,
Как будто бодростью угас.
Он — в битв вождь, средь шумной вечи
Владеет отзывом ее,
И чьи его смутили речи?
Кто Ляпунова судия?
Простолюдин с святым стремленьем
К спасенью отрасли царей,
Готовый жертвовать именьем
И кровью родине своей!...
Боярин пылкою душею
С ним подвизаться не дерзал,
И руку сжав ему рукою,
С сердечным трепетом сказал:
""Мой друг! Твои слова порукой ,
Что ты Рорсии верный сын!
Кто ты?""",iambos
2128,2129,P_1527,P_1527_28,"<Незнакомец>
Я Минин Сухорукий,
Нижегородский мещанин.",anapaistos
2129,2130,P_1528,P_1528_1,"Померкнул день. Дыханье ночи
Средь грозной веет тишины;
Небес недремлющие очи
На дольний мир устремлены;
И светлой тенью мгла ложится ,
И тайна носится во мгле,
И что-то чудное творится
На небесах и на земле.",iambos
2130,2131,P_1528,P_1528_2,"То час, когда душа свергает
Заботы тела, тягость дней ,
И Божий луч в нее влетает
И ярким светом блещет в ней;
Когда неясные виденья ,
Среди таинственной тиши,
Приемлют образ и значенье
Для созерцания души.",iambos
2131,2132,P_1528,P_1528_3,"О, счастлив тот, кто для сознанья
В час этот действенно постиг
Иероглифы мирозданья
И неба огненный язык!
Здесь он познал Творца в твореньи,
Творенье в Боге он познал,
И символ жизни и значенье
Благоговейно разгадал.",iambos
2132,2133,P_1529,P_1529_1,"<1>
Когда говоришь ты, что в детстве людям не нравилась ты
И что мать не любила тебя, о подруга! что ты вырастала
Одна и сама в тишине развила ее, я верю тебе:
Приятно подумать, что ты от детей уж других отличалась.
Не тоже ль бывает с цветком виноградным? чужды ему
Изящные формы и яркия краски; но грозды созрели —
И боги и люди, мгновенно ими венчают себя!",iambos
2133,2134,P_1529,P_1529_2,"<2>
Слышишь ли ты, о подруга, как вдалеке раздаются
Радостны клики жнецов, вдоль по Фломинской дороге?
Жатвы праздник окончив, едут они восвояси,
Сам же Римлянин благую Цереру венчать не желает,
Он отменил торжество во славу богини великой.
Людям взамену жлудей пшено золотое пославшей?
Будем с тобой благодарны, отпразднуем праздник; хоть в малом
Виде, а все-таки мы целый народ составляем.
Знаешь ли: это мистический праздник, его основали
Греки, они же и в Риме его учредили, он ими
Был наречен Элевзинским, по месту, в котором основан.
В Римских стенах раздавался Греческий голос: ""придите!
К ночи священной придите! В страхе бежал оглашенный,
Робкий скрывался, но юноша смелый, в знак целомудрия 
В белую ткань облеченный, ждал разрешения тайны;
Тайне предшествовал искус: множество чудных видений
Тотчас его окружили и под руки взявши кружили,
Змии клубились в ногах, и девы, держа над главами
Ларчики пышно колосьем венчанные, быстрой чредою
Взад и вперед таинственно мимо его проходили.
В странных движеньях друг пред другом жрецы подвизались,
Мнилося что-то свершали и пели протяжно и тихо;
В таинство праздника был неофит посвящаем нескоро:
Он в ожиданьях томился, но долго ему не вверяли
Старых, заветных преданий. Подруга! а как бы ты думала,
В чем состояли они ? Вот видишь: когда Язиона,
Мужестком славного Критского князя, богиня Церера 
Другом своим назвала и ему даровала, покорная
Богу любви, сокровенную прелесть бессмертного чрева,
Почва земли нанесла в ту годину плод богатейший,
Крит утопал в изобилии: брачное ложе богини
Тяжесть колосий едва выносило, и тучное семя
В недра земли проникло глубоко: но тяжко и долго
Бедствовал мир остальной между-тем, потому что богиня ,
Ради любви, свое на земле позабыла призванье.
Сказке внимал неофит и дивился; но вскоре любезною
Был награжден. Друг, неужели еще непонятно?
Этот развесистый мирт осеняет благое местечко,
Верь мне: блаженство четы молодой не без пользы для света!",daktylos
2134,2135,P_153,P_153_1,"Бездомный скиталец, пустынный певец, 
Один, с непогодою в споре, 
Он реет над бездной, певучий пловец 
Безъякорный в жизненном море; 
Все в даль его манит неведомый свет: 
Он к берегу рвется, а берега нет.",amphibrachys
2135,2136,P_153,P_153_2,"Он странен; исполнен несбыточных дум, 
Бывает он весел, -- ошибкой; 
Он к людям на праздник приходит -- угрюм, 
К гробам их подходит -- с улыбкой; 
Всеобщий кумир их ему не кумир: 
Недаром безумцем зовет его мир!",amphibrachys
2136,2137,P_153,P_153_3,"Он ищет печалей и всюду найдет. 
Он вызовет, вымыслит муки, 
Взлелеет их в сердце, а там перельет 
В волшебные, стройные звуки, 
И сам же, обманутый ложью своей, 
Безумно ей верит и плачет над ней.",amphibrachys
2137,2138,P_153,P_153_4,"Мир черный бранит он и громы со струн 
Срывает карающей дланью: 
Мир ловит безвредно сей пышный перун, -- 
Доволен прекрасною бранью; 
Ему для забавы кидает певец 
Потешное пламя на мрамор сердец.",amphibrachys
2138,2139,P_153,P_153_5,"Пред девой застенчив; он милой своей 
Не смеет смутить разговором; 
Он, робкий, трепещет приблизиться к ней, 
Коснуться к ней пламенным взором; 
Святое молчанье смыкает уста; 
Кипучая тайна в груди заперта.",amphibrachys
2139,2140,P_153,P_153_6,"И если признаньем язык задрожит: 
Певец не находит напева, 
Из уст его буря тогда излетит, 
И вздрогнет небесная дева, -- 
И трепетный ангел сквозь пламя и гром 
Умчится, взмахнув опаленным крылом.",amphibrachys
2140,2141,P_153,P_153_7,"Захочет ли дружбе тогда протянуть 
Страдалец безбрачную руку, -- 
На чью упадет он отверстую грудь? 
Родной всему свету по звуку, 
Он тонет в печальном избытке связей, 
И нет ему друга, хоть много друзей.",amphibrachys
2141,2142,P_153,P_153_8,"Врагов он находит, но это рабы, -- 
Завистников рой беспокойных! 
Для жарких объятий кровавой борьбы 
Врагов ему нету достойных. 
Один, разрушитель всех собственных благ, -- 
Он сам себе в мире достойнейший враг.",amphibrachys
2142,2143,P_1530,P_1530_1,"Когда среди ничтожества сует ,
Покорствуя могучему влеченью,
Любимый сын природы, ты поэт ,
Весь осиян лучами вдохновенья,
Величествен над миром восстаешь
И миру песнь, восторженный, поешь, —
Я, звуками отрадными смятенный,
Твое владычество над нами познаю,
Я, праха сын, коленопреклоненный,
Перед тобой, дитя небес, стою !
И мне легко: свободней дышет грудь,
И мыслю я сквозь слезы умиленья:
Да, высоко твое предназначенье,
Благословен страдальческий твой путь!",iambos
2143,2144,P_1531,P_1531_1,"Забуду ль я твои лобзанья,
Их Африканский, едкий жар,
И персей бронзовых дыханье,
И этот взгляд — любви пожар,
И яхонт уст, и твой румянец,
Густых ресниц густую тень,
И черных кудрей яркий глянец,
И на челе палящий день!",iambos
2144,2145,P_1531,P_1531_2,"Забуду ль я твои признанья,
Твоей любви туманный бред,
И сердца первые страданья —
Усладу праздных, шумных лет!
Забуду ль я, когда так вольно,
Как ураган, гроза степей,
Носилась ты в толпе привольной —
И песнь жила в груди твоей!
Забуду ль я твои движенья
И смелых звуков перелив,
Их исступленное волненье
И своевольный их разлив!",iambos
2145,2146,P_1531,P_1531_3,"Забуду ли, как я, мятежный,
То каменел, не мог дохнуть,
То холодней был глыбы снежной
И припадал к тебе на грудь —
И оживал, и снова страстно
Тебя любил, души звезда
И солнце юности ненастной!..
Нет, — не забуду никогда.",iambos
2146,2147,P_1532,P_1532_1,"На долине степной,
Над широкой рекой
Одиноко скала вырастает,
И природы рука
Из земли, из песка
Гордо к небу ее подымает.",anapaistos
2147,2148,P_1532,P_1532_2,"Как сиротка, она
Бесприютна, одна
Под безгранным шатром небосклона;
Летом зной ее жжет,
Снег зимой заметет –
От скалы не услышите стона.",dolnik3
2148,2149,P_1532,P_1532_3,"Но ее ты не тронь:
Чудотворный огонь
При рожденье миров в ней закован.
В жилах каменных он
До поры заключен
Всемогущим Предвечного словом.",dolnik3
2149,2150,P_1532,P_1532_4,"То источник огня,
То скала из кремня.
Ты ударь в нее острою сталью –
И алмазным снопом
Брызнут искры кругом,
Свет проглянет и высью, и далью.",anapaistos
2150,2151,P_1532,P_1532_5,"Молчалив и угрюм,
Полон пламенных дум
Сын любимой мечты, вдохновенья.
Он один меж толпой;
Проза жизни людской
Не пробудит его песнопенья.",anapaistos
2151,2152,P_1532,P_1532_6,"Но когда уязвлен
В сердце твердое он
От удара судьбы непреклонной,
Он струнами звучит –
И блестит и горит
Над толпой его стих среброзвонный.",anapaistos
2152,2153,P_1533,P_1533_1,"""В час полуночный струек зеркальных
Слышишь ли шепот, юный певец?
Видишь ли в небе из звезд лучезарных
Таинственно свитый венец?
Льется ли в душу тайная сладость?
Бьется ли сердце в восторге немом?
Веет ли свыше небесная радость
Будто голубка крылом?
О, расскажи же, как небо слетает,
Как жжет вдохновением грудь;
Как сердце трепещет, и ноет, и тает,
И силится небо вдохнуть...
Друг, не утай: расскажи, не сердйся...
Мы твои песни сердцем поймем.
Ближе, теснее с нами сдружися,
Запой, заиграй вдохновенный псалом!...""
— Други, люблю вас. Рад бы исполнить
Ваше желание я;
Но научите: слов нет измолвить
Всего, что волнует меня?...
Я, бесталанный, пою одиноко,
Чтоб не было слышно песен моих...
Пою не красно, не хитро, не высоко,
А прямо — как выпадет стих...
Так пусть мои песни во тме истлевают,
И что вам до них, о друзья!
И пусть моих песен никто не читает:
С ними один лишь блаженствую я...",dolnik3
2153,2154,P_1534,P_1534_1,"Как сладко мне мое гаданье!
Оно живит мой слабый дух,
Льет в сердце негу, чарованье,
И шепчет: я твой верный друг!
Так, не ропщу я на судьбину,
Хотя безжалостно она
Несет мой челн морей в пучину,
Где хлещет вечная волна.",iambos
2154,2155,P_1534,P_1534_2,"Мне суждено ли упоенье?
Я верю — в жизни есть оно,
Есть это с небом обрученье,
Есть это вечности зерно.",iambos
2155,2156,P_1534,P_1534_3,"Не слава ль нам его навеет
От тех невидимых высот.
Где солнца луч не вечереет,
Где все в гармонии живет?
Нет, не она! — Иной для славы
Убил души своей покой,
Иной, как жертва злой отравы.
Погиб безвременной чредой...
Так, славе чуждо упоенье:
Уделом честь, богатство ей;
И слава — метеор, явленье,
Мечта — прелестница людей.",iambos
2156,2157,P_1534,P_1534_4,"Или звон золота чудесный,
Что счастье всякому сулить,
И как хитрец, торгаш бесчестный.
Людей и ссорит и мирит.
Нет, злата целым миллионом
Нам упоенья не купить;
Его нельзя червонцев звоном.
Как дар земной, приворожить.",iambos
2157,2158,P_1534,P_1534_5,"Иль то небесное внушенье,
Постигнуть тайну бытия.
Исчислить звезд совокупленье.
Измерить бездны и моря,
Сроднить, призвать в одно семейство
Людей различных племена,
Разрушить ада чародейство,
Развеять Божьи знамена ?",iambos
2158,2159,P_1534,P_1534_6,"Нет, это будет исполненье
Завета нашего Творца,
Его судеб определенье,
Святое дело мудреца.
Пройдут столетья — не дождется
Того, быть-может, человек,
И сердцу грустному придется
Окончить свой бесцветно век.",iambos
2159,2160,P_1534,P_1534_7,"Иль то кровавое мгновенье,
Когда врагов смертельных бой,
В порыве буйном исступленья,
Удар окончит роковой?
Когда, весь мщением старая,
Кинжалом враг живой блеснет,
И в сердце недруга вонзая,
Трикраты в нем перевернет ?",iambos
2160,2161,P_1534,P_1534_8,"Нет, нет! Преступнику отрадой
Души не будет огнь святой:
Ему проклятие наградой,
Проклятье — спутник вековой.
Над грешною его могилой
Не прозвучит церковный глас:
Лишь пес голодный вой унылый
На ней издаст в полночный час.",iambos
2161,2162,P_1534,P_1534_9,"Или поэтов вдохновенье,
Души восторженной краса,
Порыва дерзкого стремленье
От праха прянуть в небеса ?
О! это близко к упоенью, —
Но не оно. Порыв минет,
Торгаш назначит цену генью.
Невежда песнь его споет.",iambos
2162,2163,P_1534,P_1534_10,"Иль это сердца обновленье,
Когда милей нам Божий свет.
Когда мы чувствуем прозренье
И райский слышен нам привет;
Когда мы в лик прелестной девы
Оденем светлый идеал.
Когда сердечные напевы,
Как-бы чарующий фиал,
Прольют в нас негу и забвенье,
Зажгут восторженную кровь,
На мысль навеют вдохновенье,
И прозвучат- любовь! любовь!?..",iambos
2163,2164,P_1534,P_1534_11,"Она, она есть упоенье!
Любовь, которая вечна;
Она нам с небом обрученье
И лишь избранному дана.
Ей неизвестно измененье,
Ни ревнованье, ни вражда;
Она духовна, как моленье,
И беснования чужда.
Земное наше наслажденье,
Волшебный поцелуя час,
Ее есть только проявленье,
Есть светлый лучь ее на нас.
Но этот луч прелестен, дивен! 
Поэту светит он ярчей,
С его душей он неразрывен,
Как с нивой пышною ручей!",iambos
2164,2165,P_1534,P_1534_12,"Но где же полное сиянье
Любви чудесного венца?
Не там ли, где все мирозданье
В деснице держится Творца ?
Не там ли, где Ему хваленье
Святые Ангелы поют,
Где наших душ преображенье
И светлый, радужный приют?..",iambos
2165,2166,P_1534,P_1534_13,"Там, там! Но ты, слепец, сын тленья,
Изгнанник рая, не ропщи !
И луч небесного селенья,
Молясь, в себе самом ищи.
Тебе он спутник домогильный,
Хранитель сердца чистоты,
Своею властию всесильной
Он вдохновит твои мечты.
Когда ж предел твой совершатся,
В час неизбежного конца
Тот луч небесный отразится
На лике бледном мертвеца.
И дева юная, порою,
На холм могильный твой придет
И взор с молитвенной слезою
На небо о тебе пошлет,
И, может, сердца в умиленье
Промолвит: ""мир тебе, певец!
Ты жизни ведал назначенье,
Теперь — ты вечности жилец!""",iambos
2166,2167,P_1535,P_1535_1,"Я не люблю тебя. Любить уже не может, 
Кто выкупал в холодном море дум 
Свой сумрачный, тяжелый ум, 
Кого везде, во всем, сомнение тревожит, 
Кто в школе опыта давно уж перешел 
Сердечной музыки мучительную гамму 
И в жизни злую эпиграмму 
На все прекрасное прочел. 
Пусть юноша мечтам заветным предается: 
Я продал их, я прожил их давно; 
Мой ум давно уж там смеется, 
Где сердцу плакать суждено.",iambos
2167,2168,P_1535,P_1535_2,"
Что б ни сбылось с душой моею, 
Какой бы ни горел огонь в моей крови, 
Я не люблю тебя. Я именем любви 
Стремленья тайного знаменовать не смею, - 
Но ты мила моим очам, 
Очам души моей мила, как день блаженный, 
И взора твоего к божественным лучам 
Прикован взор мой упоенный. 
Язык мой скован - и молчит; 
Его мой скрытный жар в посредники не просит, 
А сердце внятно говорит, 
Чего язык не произносит.",iambos
2168,2169,P_1535,P_1535_3,"
Когда-то жизни на заре 
С душой, отверстою к приятию святыни, 
Я разводил свой огнь на алтаре 
Минувших дней моих богини. 
Тогда в мечтах заповедных 
Повсюду предо мной сияла бесконечность, 
И в думах девственных своих 
Я сочетал любовь и вечность; - 
Но вскоре дал суровый рок 
Мне охладительный урок: 
Он мне открыл, что и любовь хранится 
Не доле милого цветка, 
Что вечность целая порой в нее ложится, 
Но эта вечность -- коротка! 
Теперь, сим знаньем просвещенный, 
Я верить рад, что грудь моя 
Объята вспышкою мгновенной, 
Последним взрывом бытия. 
На хладный свой язык мне разум переводит, 
Что втайне чувство создает; 
Оно растет, оно восходит, 
А он твердит: ""оно пройдет""; 
Я жду, но тайное волненье не проходит.",iambos
2169,2170,P_1535,P_1535_4,"
Я к сердце бедному жесток,
И не потворствую сердечному желанью;
Я не спешу к опасному свиданью,
И милой образа далек.
И что ж? На грудь, волнуемую тщетно, 
Хочу я положить свинцовую печать:
Душе ль насильственно изгнать, 
Что в душу рвется так приветно?",iambos
2170,2171,P_1535,P_1535_5,"
Я не люблю тебя; -- но как бы я желал 
Всегда с тобою быть, с тобою жизнью слиться, 
С тобою пить ее фиал, 
С тобой от мира отделиться! 
И между тем как рыцари сих дней 
Лепечет с легкостью и резвостью воздушной 
Бездушное люблю красавице бездушной 
Как сладко было б мне, склонясь к главе твоей, 
И руку сжав твою рукою воспаленной, 
И взор твой обратив, отрадный, на себя, 
Тебе шептать: ""мой друг бесценной! 
Мой милый друг! я не люблю тебя!""
",iambos
2171,2172,P_1536,P_1536_1,"<I>
Ночь без любви, день без трудов;
Без счастья смех, тоска без огорченья;
Луг бытия широк, но без цветов;
Равнина вод глубоких без теченья.
Хотя велик, но мрачен неба свод;
Луна мертва и звезды без блистанья;
На древе жизни листьев тень, не плод;
Огнь в сердце есть, но нет ему питанья!",iambos
2172,2173,P_1536,P_1536_2,"<II>
В полночный час, когда молчал петух,
Когда лежали в мертвом сне народы,
Рукой затейливой владычицы - природы
Был образован мой стесненный дух.
Она, суровая, танственная мать,
В чело мне положила ум тревожный;
На лик покров бесстрастья, мира — ложный,
В грудь пламень чувств, а на уста печать:
Да не раскажет помыслов язык,
Не выразят борьбы душевной взоры!
Что в жизни ни прочту, из действий, иль из книг,
Поглотят все со мной могильные затворы.",iambos
2173,2174,P_1536,P_1536_3,"В ту ночь был мир свинцовым сном томим,
Волна в морях и ветер в дебрях спали;
Когда ж родился я, сын бедствия, печали,
Судьба произнесла: ""иди — и будь один!""
Настал опять всем вожделенный день,
Но чуждый мне, воспитаннику ночи,
И, яркия, мрак затаили очи,
И белое чело носило тень.",iambos
2174,2175,P_1536,P_1536_4,"<III>
Раздался кличь, бежит толпа людей,
Как лань, испугана своим же преступленьем,
Как лист, дрожащая от собственных страстей,
Сбирается она на труд столпотворенья.
""Построим здание: идет, идет потоп!
Пусть башня гордая до облаков восстанет;
От гибели спасет гранитный столп.
На высотах гнев Божий не достанет!
Усилие, достойное похвал;
Могуществу простится вероломство.
Лишь тот народ, кто камни воздвигал,
Найдет в веках и славу и потомство!""",iambos
2175,2176,P_1536,P_1536_5,"А я не шел за бурною толпой,
Сидел вдали — и помавал главой:
""О братья! в камнях ли от смерти избавленье!
К чему волнение? на что гигантский труд ?..
Поверьте: бытия, блаженства, прославленья
Вам стены мертвые и башни не дадут;
Поверьте: всех колонн прочнее, необъятней,
Единый мысли луч, единый сердца звук,
Единый вздох любви: они Творцу приятней,
Сынам полезнее, чем труд несчастныхн рук!...""",iambos
2176,2177,P_1536,P_1536_6,"<IV>
Когда Господь смешал языки их
И гордому безумству посмеялся,
То каждый брат ко мне с вопросом обращался
На языке страстей и помыслов своих;
Но голос хитрости, заботы, рабских нужд
Был томен для меня, и незнаком, и чужд!
Нет, мой Творец, совсем иным глаголом
Я тайну дум сокрытых обнажал,
Когда душой, горящей пред престолом,
У стоп Твоих в полночный час лежал!
И видел я, как проходили светы,
И слышал я шум облачных зыбей..
Увы, Твои громовые ответы
Напомнит ли когда мне речь людей?....",iambos
2177,2178,P_1536,P_1536_7,"<........VIII>
Как много слов в груди моей стеснилось!
Волной кипят, а им исхода нет.
От Дум вседневных память омрачилась,
Но в тучах дум блеснет ли мысли свет?
Прольются ли росою благотворной
Они на мир, на поле вечных жатв,
Безводный дол, засохший и просторный,
Хотя единой каплей освежат?...
Напрасный сон! Последние минуты
Я доживу, безмолвный как скала;
Не раскажу, в самом себе замкнутый,
Ни помыслы, ни чувства, ни дела.
Век проведя от всех людей иначе,
Дни сократив в желаньях неземных,
Я лягу в гроб, сын немощи и плача,
Как лягут все, без памяти по них.",iambos
2178,2179,P_1537,P_1537_1,"Смиритеся, отважные мечтанья!
Здесь ничему свершиться не дано.
Великому - предначертанье,
Прекрасному - мгновение одно.",iambos
2179,2180,P_1537,P_1537_2,"Еще твоих мы ждали песнопений...
Все кончено! твой грозный час пробил,
Наш вековой поэт и гений,
Исполненный могущественных сил!",iambos
2180,2181,P_1537,P_1537_3,"Так и тебя судьба не пощадила!..
Задумчиво над урною твоей
Главу поэзия склонила - 
Кто заменит утраченное ей?",iambos
2181,2182,P_1537,P_1537_4,"Как важны были начинанья,
Увы, как кратко бытие!
Но имя славное твое
Веков грядущих достоянье!..",iambos
2182,2183,P_1538,P_1538_1,"<1>
У моей у младой, у моей молодицы
Голубые глаза и как соболь ресницы;
И высокая грудь под завесой лилей
Дышет негой любви у младой у моей.",anapaistos
2183,2184,P_1538,P_1538_2,"<2>
Молодая цветна, ароматна младая,
Как сады, как весна ненаглядного края ;
Как невинной мечты неземная страна,
Как поэзья любви молодая цветка.",anapaistos
2184,2185,P_1538,P_1538_3,"<3>
Молодица свежа, как прохлада ночная,
Как роса на цветке, как вода ключевая,
И, небесным одним на земле дорожа ,
Как лобзанье любви молодая свежа.",anapaistos
2185,2186,P_1538,P_1538_4,"<4>
Молодая мила, молодица игрива,
Как заря на струях голубого залива,
И чудесно светла от святого тепла,
Как отрада любви, молодая мила.",anapaistos
2186,2187,P_1538,P_1538_5,"<5>
Молодицы уста, те уста огневые,
Что ни радость души, что ни розы живые,
Их краса весела, их улыбка чиста,
И как роскошь любви — молодицы уста.",anapaistos
2187,2188,P_1538,P_1538_6,"<6>
Ее мягкая речь мирно катится к раю;
Я смотрю и молчу, и любуясь внимаю :
Что ни локон скользит, ни со скатистых плеч,
А у ней о любви ее мягкая речь.",anapaistos
2188,2189,P_1538,P_1538_7,"<7>
Я младую зову белокрылой своею,
Я водою живых молодую лелею
И в мечтах, и во сне, и на светлом яву,
Все лебёдкой своей я младую зову.",anapaistos
2189,2190,P_1538,P_1538_8,"<8>
Искупалася ты, ты умылась, лебёдка ,
И, смотря на себя, улыбаешься кротко:
Что ни в сладкой росе, ни в слезах чистоты,
Что ни в Божьей красе искупалася ты!",anapaistos
2190,2191,P_1538,P_1538_9,"<9>
Встрепенись, посмотри в эту даль на разливы.
Там из неги луга, там из радости нивы,
Из блаженства ключи, из восторгов зари,
А из Дивного день: встрепенись, посмотри!",anapaistos
2191,2192,P_1538,P_1538_10,"<10>
Полетай же вперед, полетай, молодица !
Как мечтанья стрела, как моленья орлица ,
Под лазурью небес, над сафирами вод,
И к земле ни на миг, а вперед, все вперед!",anapaistos
2192,2193,P_1538,P_1538_11,"<11>
Ты в одном утони, молодица поэта,
Утони, погрузись в беспредельности света,
Утони навсегда, погрузись не на дни,
И разлившись во всё, ты в одном утони.",anapaistos
2193,2194,P_1539,P_1539_1,"У подгорья студены ключи шумят,
Льются, бьются, и на миг не замолчат.",choreios
2194,2195,P_1539,P_1539_2,"Такова у красной девицы печаль :
Друга милого покинуть сердцу жаль.",dolnik3
2195,2196,P_1539,P_1539_3,"Злые люди отравили счастья дни,
О любви моей доведались они.",choreios
2196,2197,P_1539,P_1539_4,"Разлучили с милым другом, развели,
Но забыть его заставить не могли.",choreios
2197,2198,P_1539,P_1539_5,"В лютом горе утешенье мне одно —
Сесть, задумавшись, под красное окно.",choreios
2198,2199,P_1539,P_1539_6,"Может, милый друг по улице пройдет,
Грусть от сердца на минуту отведет.",dolnik3
2199,2200,P_1539,P_1539_7,"Может, милый на окошко поглядит,
Красну девицу поклоном подарить.",choreios
2200,2201,P_1539,P_1539_8,"Может, скажет, оглядевшися вокруг:
""Я по прежнему люблю тебя, мой друг!""",choreios
2201,2202,P_154,P_154_1,"Я помню — в детские он лета
Уж с ""Музой"" важною играл,
И, отрок, с думою поэта,
Науку песен заучал.
Я знаю, Грации слетали
К нему, оставя эмпирей,
И невидимками гуляли
С царем цевниц в садах Царей.
Там, уклонясь в густые тени
Дитя их сердцем узнавал,
Он к ним чело свое в колени —
И беззаботно засыпал;
А рок его подстерегал!",iambos
2202,2203,P_154,P_154_2,"Еще мне памятней те лета,
Та радость Русския земли,
Когда к нам юношу-поэта
Камены за руку ввели,
И он, наш вещий, про Руслана,
Про старину заговорил,
В певце поэта-великана 
Певец Фелицы обличил.
Как дружно вдруг его напевы,
Как пышно хлынули рекой,
Не раз срывая сердце девы,
Не раз мутя души покой,
Как чар волшебных обаянья;
И шум заслуженных похвал,
Молву и треск рукоплесканья,
Следя свой дальний идеал,
Поэт летучий обгонял, - 
А рок его подстерегал!",iambos
2203,2204,P_154,P_154_3,"Как часто роскошью пирушки
И лучшим гостем пировым
Бывал кудрявый, бойкий Пушкин!
Не так покал, воспетый им, 
Отсвечивал звездящей влагой, 
Как, в заревых своих лучах, 
Поэт умом сверкал в речах, 
Скропленных солью и отвагой; 
Когда ж вскипал страстей огнем, 
Он, пылкий, был Отелло истый: 
И живо обличались в нем 
Приметы Африки огнистой. 
Но вихорь скоро пролетал, 
И он опять смирен бывал!.. 
Стесненный ""света"" пышной рамой 
Поэт душою изнывал 
Негодовал злой эпиграммой 
И горько дружбу проклинал;
А между тем на лак паркета 
Со всею пылкостью поэта 
И сам с толпою поспешал. 
Но в блеске пышности и неги 
Уж в голове его ""Онегин"" 
Как плод под бурей созревал, - 
А рок его подстерегал!",iambos
2204,2205,P_154,P_154_4,"И вот из северной Пальмиры 
Он бурей жизни унесен; 
Непрочность благ узнал и он! 
И зазвенели струны лиры, 
Под искушенною рукой, 
Какой-то сладостной тоской. 
На темя старого Кавказа 
Его взвела всё та ж тоска, 
И дивной прелестью рассказа, 
В котором будет жить Кавказ, 
Он упоил, разнежил нас. 
Старинный блеск жилища хана 
Затмил он блеском юных дум: 
""Бахчисарайского фонтана"" 
Не смолкнет долго, долго шум! 
Есть беспредельность: улеглася 
Она, холмов обнявши цепь, 
Как песнь, как дума развилася 
Ковыльная, седая степь. 
Как шелковисты там долины!
Какие чудные картины
Там путник видит под луной
В часы, как белые туманы
Лобзают древние курганы,
Плывя то морем, то стеной!
Вдруг слышишь в тишине ночной,
За чащей свежего бурьяна,
Трещат огни кругом кургана:
Друзья! то ""старого Цыгана""
Кочует пестрая семья: 
Туда летал душою я!
И часто на степях Кугула
Мне пела песни ""Мариула"", —
И нам знакома песнь ея;
Цепной медведь, кони, телеги,
Вся эта жизнь без уз, без неги
Давно вам стала как своя.
Там и воздушная Земфира
Как призрак, как мечта гостит:
Как сладко Пушкина нам лира
Пропела весь Цыганов быт!
Ах! эту дивную поэму
С отсветом жизни кочевой
И страстно-пылкую Зарему
Чье сердце не слило с собой?!
Наш Чайльд Гарольд, любя Тавриду,
В ""волнах зеленых"" из-за скал
Подстерегал нам ""Нереиду"",
А рок его подстерегал!",iambos
2205,2206,P_154,P_154_5,"Своей Итаке возвращенный, 
Наш друг, наш новый Одиссей 
Сзывает вновь своих друзей 
На день, свиданью посвященный; 
И сколько дивных повестей 
О жизни, о боях страстей, 
Он сдал друзьям с души своей 
В разгаре дружбы говорливой, 
Но кто-то, гость не пировой, 
Был сумрачен в семье игривой 
И молча помавал главой, 
Смеясь разгульных дум свободе; 
На всё враждебно он глядел
""И ничего во всей природе 
Благословить он не хотел!"" 
Таинственный, как час полночи, 
Он огнедышащие очи 
(Огонь Мельмонта в них сиял) 
В поэта с умыслом вперял 
И что-то в нем подстерегал!",iambos
