;inclued;Unnamed..0;path;author;created;formula;header;text_raw
73;да;2844;xix/baratynsky/br1-096;Е. А. Баратынский;1821-1827;Я4ж,м;К-ву: Ответ : «Чтоб очаровывать сердца...»;"Чтоб очаровывать сердца, 
 Чтоб возбуждать рукоплесканья, 
 Я слышал, будто для певца 
 Всего нужнее дарованья. 
 Путей к Парнасу много есть: 
 Зевоту можно произвесть 
 Поэмой длинной, громкой одой, 
 И в век того не приобресть, 
 Чего нам не дано природой.


Когда старик Анакреон, 
 Сын верный неги и прохлады, 
 Веселый пел амфоров звон 
 И сердцу памятные взгляды: 
 Вслед за толпой младых забав, 
 Богини песней, миновав 
 Певцов усерднейших Эллады, 
 Ему внимать исподтишка 
 С вершины Пинда поспешали 
 И балагура старика 
 Венком бессмертья увенчали.


Так своенравно Аполлон 
 Нам раздает свои награды; 
 Другому богу Геликон 
 Отдать хотелось бы с досады! 
 Напрасно до поту лица 
 О славе Фофанов хлопочет: 
 Ему отказан дар певца, 
 Трудится он, а Феб хохочет.


Меж тем даря веселью дни, 
 Едва ли Батюшков, Парни 
 О прихотливой вспоминали, 
 И что ж? нечаянно они 
 Ее в Цитере повстречали.


Пленен ли Хлоей, Дафной ты, 
 Возьми Тибуллову цевницу, 
 Воспой победы красоты, 
 Воспой души своей царицу; 
 Когда же любишь стук мечей, 
 С высокой музою Омира 
 Пускай поет вражды царей 
 Твоя воинственная лира. 
 Равны все музы красотой, 
 Несходства их в одной одежде, 
 Старайся нравиться любой, 
 Но помолися Фебу прежде.


"
74;да;2845;xix/baratynsky/br1-098;Е. А. Баратынский;1824-1827;Я4ж,м;«О своенравная София!..»;"О своенравная София! 
 От всей души я вас люблю, 
 Хотя и реже чем другие 
 И неискусней вас хвалю. 
 На ваших ужинах веселых, 
 Где любят смех, и даже шум, 
 Где не кладут оков тяжелых 
 Ни на уменье, ни на ум, 
 Где для холопа иль невежды 
 Не притворяясь, часто мы 
 Браним Указы и псалмы, 
 Я основал свои надежды 
 И счастье нынешней зимы. 
 Ни в чем не следуя пристрастью, 
 Даете цену вы всему: 
 Рассудку, шалости, уму 
 И удовольствию и счастью. 
 Свет пренебрегши в добрый час 
 И утеснительную моду, 
 Всему и всем забавить вас 
 Вы дали полную свободу; 
 И потому далеко прочь 
 От вас бежит причудниц мука, 
 Жеманства пасмурная дочь, 
 Всегда зевающая скука. 
 Иной порою, знаю сам, 
 Я вас браню по пустякам. 
 Простите мне мои укоры: 
 Не ум один дивится вам, 
 Опасны сердцу ваши взоры: 
 Они лукавы, я слыхал, 
 И всё предвидя осторожно, 
 От власти их когда возможно 
 Спасти рассудок я желал, 
 Я в нем теперь едва ли волен 
 И часто, пасмурный душой, 
 За то я вами не доволен, 
 Что не доволен сам собой.


"
75;;2846;xix/baratynsky/br1-100;Е. А. Баратынский;1819-1827;Х4ж,м;Дельвигу : «Так, любезный мой Гораций...»;"Так, любезный мой Гораций, 
 Так, хоть рад, хотя не рад, 
 Но теперь я Муз и Граций 
 Променял на вахтпарад; 
 Сыну милому Венеры, 
 Рощам Пафоса, Цитеры, 
 Приуныв, прости сказал; 
 Гордый лавр и мирт веселый 
 Кивер воина тяжелый 
 На главе моей измял. 
 Строю нет в забытой лире, 
 Хладно день за днем идет, 
 И теперь меня в мундире 
 Гений мой не узнает!


Мне-ли думать о куплетах? 
 За свирель... а тут беды! 
 Марс, затянутый в штиблетах, 
 Обегает уж ряды, 
 Кличет ратников по свойски... 
 О судьбы переворот! 
 Твой поэт летит геройски, 
 Вместо Пинда -- на развод


Вам, свободные Пииты, 
 Петь, любить; меня же вряд 
 Иль Камены, иль Хариты 
 В карауле навестят.


Вольный баловень забавы, 
 Ты, которому дают 
 Говорливые дубравы 
 Поэтический приют, 
 Для кого в долине злачной, 
 Извиваясь, ключ прозрачной 
 Вдохновительно журчит, 
 Ты, кого зовут к свирели 
 Соловья живые трели, 
 Пой, любимец Аонид! 
 В тихой, сладостной кручине 
 Слушать буду голос твой, 
 Как внимают на чужбине 
 Языку страны родной.


"
76;да;2847;xix/baratynsky/br1-102;Е. А. Баратынский;1825-1827;Я4ж,м;Д. Давыдову : «Пока с восторгом я умею...»;"Пока с восторгом я умею 
 Внимать рассказу славных дел, 
 Любовью к чести пламенею 
 И к песням Муз не охладел, 
 Покуда русский я душою, 
 Забуду ль о счастливом дне, 
 Когда приятельской рукою 
 Пожал Давыдов руку мне! 
 О ты, который в пыл сражений 
 Полки лихие бурно мчал 
 И гласом бранных песнопений 
 Сердца бесстрашных волновал! 
 Так, так! покуда сердце живо 
 И трепетать ему не лень, 
 В воспоминаньи горделиво 
 Хранить я буду оный день! 
 Клянусь, Давыдов благородной, 
 Я в том отчизною свободной 
 Твоею лирой боевой 
 И в славный год войны народной 
 В народе славной бородой!


"
77;;2848;xix/baratynsky/br1-103;Е. А. Баратынский;1820;Я4мж;К Кюхельбекеру : «Прости, поэт! судьбина вновь...»;"Прости, Поэт! судьбина вновь 
 Мне посох странника вручила; 
 Но к Музам чистая любовь 
 Уж нас навек соединила!


Прости! бог весть -- когда опять, 
 Желанный друг в гостях у друга, 
 Я счастье буду воспевать 
 И негу праздного досуга! --


О милый мой! всё в дар тебе -- 
 И грусть, и сладость упованья! 
 Молись невидимой судьбе: 
 Она приближит час свиданья.


И я, с пустынных финских гор, 
 В отчизне бранного Одена, 
 К ней возведу молящий взор, 
 Упав смиренно на колена.


Строга-ль богиня будет к нам, 
 Пошлет-ли весть соединенья? -- 
 Пускай пред ней сольются там 
 Друзей согласные моленья! --


"
78;да;2849;xix/baratynsky/br1-104;Е. А. Баратынский;1819;Я4ж,м;К... при отъезде в армию : «Итак, мой милый не шутя...»;"Итак, мой милый не шутя, 
 Сказав, прости домашней неге, 
 Ты, ус мечтательный крутя, 
 На шибко-скачущей телеге, 
 От нас увы! далеко прочь, 
 О нас, увы! не сожалея, 
 Летишь курьером день и ночь 
 Туда, туда, к шатрам Арея! 
 И так, в мундире щегольском, 
 Ты скоро станешь в ратном строе 
 Меж удальцами удальцом! 
 О милый мой! согласен в том: 
 Завидно счастие такое! 
 Не приобщуся невпопад 
 Я к мудрецам чрез меру важным, 
 Иди! воинственный наряд 
 Приличен юношам отважным. 
 Люблю я бранные шатры, 
 Люблю беспечность полковую, 
 Люблю красивые смотры, 
 Люблю тревогу боевую, 
 Люблю я храбрых, воин мой, 
 Люблю их видеть в битве шумной 
 Летящих в пламень роковой 
 Толпой веселой и безумной! 
 Священный долг за ними вслед 
 Тебя зовет, любовник брани; 
 Ступай, служи богине бед 
 И к ней трепещущие длани 
 С мольбой подымет твой поэт.


"
79;да;2850;xix/baratynsky/br1-105;Е. А. Баратынский;1821;Я4ж,м;К... : «Приятель строгий, ты не прав...»;"Приятель строгий, ты не прав 
 Несправедливы толки злые: 
 Друзья веселья и забав, 
 Мы не повесы записные! 
 По своеволию страстей 
 Себе мы правил не слагали, 
 Но пылкой жизнью юных дней 
 Пока дышалося, дышали; 
 Любили шумные пиры; 
 Гостей веселых той поры 
 Забавы, шалости любили 
 И за роскошные дары 
 Младую жизнь благодарили. 
 Во имя лучших из богов, 
 Во имя Вакха и Киприды, 
 Мы пели счастье шалунов, 
 Сердечно презря крикунов 
 И их ревнивые обиды. 
 Мы пели счастье дней младых, 
 Меж тем летела наша младость: 
 Порой задумывалась радость 
 В кругу поклонников своих; 
 В душе больной от пищи многой, 
 В душе усталой пламень гас, 
 И за стаканом в добрый час 
 Застал нас как-то опыт строгой. 
 Наперсниц наших, страстных дев 
 Мы поцелуи позабыли 
 И пред суровым оробев, 
 Утехи крылья опустили. 
 С тех пор, любезный, не поем 
 Мы безрассудные забавы, 
 Смиренно дни свои ведем 
 И ждем от света доброй славы. 
 Теперь вопрос я отдаю 
 Тебе на суд. Подумай, мы ли 
 Переменили жизнь свою, 
 Иль годы нас переменили?


"
80;да;2851;xix/baratynsky/br1-107;Е. А. Баратынский;1824-1827;Я6жжмм;Богдановичу : «В садах Элизия, у вод счастливой Леты...»;"В садах Элизия, у вод счастливой Леты, 
 Где благоденствуют отжившие поэты, 
 О Душенькин поэт, прими мои стихи! 
 Никак в писатели попал я за грехи 
 И, надоев живым посланьями своими, 
 Несчастным мертвецам скучать решаюсь ими. 
 Нет нужды до того! хочу в досужный час 
 С тобой поговорить про русский наш Парнас, 
 С тобой, поэт живой, затейливый и нежный, 
 Всегда пленительный, хоть несколько небрежный, 
 Чертам заметнейшим лукавой остроты 
 Дающий милый вид сердечной простоты, 
 И часто наготу рисуя нам бесчинно, 
 Почти бесстыдным быть умеющий невинно.


Не хладной шалостью, но сердцем внушена, 
 Веселость ясная в стихах твоих видна; 
 Мечты игривые тобою были петы; 
 В печаль влюбились мы. Новейшие поэты 
 Не улыбаются в творениях своих, 
 И на лице земли всё как-то не по них. 
 Ну что ж? поклон, да вон! увы, не в этом дело; 
 Ни жить им, ни писать еще не надоело, 
 И правду без затей сказать тебе пора: 
 Пристала к Музам их немецких Муз хандра. 
 Жуковский виноват: он первый между нами 
 Вошел в содружество с германскими певцами 
 И стал передавать, забывши божий страх, 
 Жизпехуленья их в пленительных стихах. 
 Прости ему Господь! -- Но что же! все мараки 
 Ударились потом в задумчивые враки, 
 У всех унынием оделося чело, 
 Душа увянула и сердце отцвело. 
 Как терпит публика безумие такое? -- 
 Ты спросишь. Публике наскучило простое, 
 Мудреное теперь любезно для нее: 
 У века дряхлого испортилось чутье.


Ты в лучшем веке жил. Не столько просвещенный, 
 Являл он бодрый ум и вкус неразвращенный, 
 Венцы свои дарил, без вычур толковит, 
 Он только истинным любимцам Аонид. 
 Но нет явления без творческой причины: 
 Сей благодатый век был век Екатерины! 
 Она любила Муз, и ты ли позабыл, 
 Кто Душеньку твою всех прежде оценил? 
 Я думаю в садах, где свет бессмертья блещет, 
 Поныне тень твоя от радости трепещет, 
 Воспоминая день, сей день, когда певца, 
 Еще за милый труд не ждавшего венца, 
 Она, друзья ее, достойно наградили 
 Я скромного его так лестно изумили 
 Страницы Душеньки читая наизусть. 
 Сердца завистников стеснила злая грусть 
 И на другой же день расспросы о поэте 
 И похвалы ему жужжали в модном свете.


Кто вкуса божеством теперь служил бы нам? 
 Кто в наши времена, и прозе и стихам 
 Провозглашая суд разборчивый и правой, 
 Заведывать бы мог Парнасскою управой? 
 О, добрый наш народ имеет для того 
 Особенных судей, которые его 
 В листах условленных и в цену приведенных 
 Снабжают мнением о книгах современных! 
 Дарует между нас и славу и позор 
 Торговой логики смышленный приговор. 
 О наших судиях не смею молвить слова, 
 Но слушай, как честят они один другого: 
 Товарищ каждого глупец, невежда, враль; 
 Поверить надо им, хотя поверить жаль.


Как быть писателю? в пустыне благодатной, 
 Забывши модный свет, забывши свет печатной, 
 Как ты, философ мой, таиться без греха, 
 Избрать в советники кота и петуха, 
 И, в тишине трудясь для собственного чувства, 
 В искусстве находить возмездие искусства!


Так, веку вопреки, в сей самый век у нас, 
 Сладкопоющих лир порою слышен глас, 
 Благоуханный дым от жертвы бескорыстной! 
 Так нежный Батюшков, Жуковский живописной, 
 Неподражаемый, и целую орду 
 Злых подражателей родивший на беду, 
 Так Пушкин молодой, сей ветреник блестящий, 
 Всё под пером своим шутя животворящий 
 (Тебе, я думаю, знаком довольно он: 
 Недавно от него товарищ твой Назон 
 Посланье получил) любимцы вдохновенья 
 Не могут победить сердечного влеченья 
 И между нас поют, как некогда Орфей 
 Между мохнатых пел, по вере старых дней. 
 Бессмертие в веках им будет воздаяньем!


А я, владеющий убогим дарованьем, 
 Но рвением горя полезным быть и им, 
 Я правды красоту даю стихам моим, 
 Желаю доказать людских сует ничтожность 
 И хладной мудрости высокую возможность, 
 Что мыслю, то пишу. Когда-то веселей 
 Я славил на заре своих цветущих дней 
 Законы сладкие любви и наслажденья: 
 Другие времена, другие вдохновенья; 
 Теперь важней мой ум, зрелее мысль моя. 
 Опять, когда умру, повеселею я; 
 Тогда беспечных Муз беспечного питомца, 
 Прими, философ мой, как старого знакомца.


"
81;да;2852;xix/baratynsky/br1-110;Е. А. Баратынский;1823;Я4ж,м;Лутковскому : «Влюбился я, полковник мой...»;"Влюбился я, полковник мой, 
 В твои военные рассказы; 
 Проказы жизни боевой 
 Никак веселые проказы! 
 Не презрю я в душе моей 
 Судьбою мирного лентяя; 
 Но мне война еще милей 
 И я люблю, тебя внимая, 
 Жужжанье пуль и звук мечей. 
 Как сердце жаждет бранной славы, 
 Как дух кипит, когда порой 
 Мне хвалит ратные забавы 
 Мой беззаботливый герой! 
 Прекрасный вид! в весельи диком 
 Вы мчитесь грозно... дым и гром! 
 Бегущий враг покрыт стыдом 
 И страшный бой, с победным кликом, 
 Вы запиваете вином! 
 А Епендорфские трофеи? 
 Проказник, счастливый вполне, 
 С веселым сыном Цитереи 
 Ты дружно жил и на войне! 
 Стоят враги толпою жадной 
 Кругом окопов городских; 
 Ты, воин мой, защитник их: 
 С тобой семьею безотрадной 
 Толпа красавиц молодых. 
 Ты сна не знаешь: чуть проглянул 
 День лучезарный сквозь туман 
 Уж рыцарь мой на вражий стан 
 С дружиной быстрою нагрянул: 
 Врагам иль смерть, иль строгий плен! 
 Меж тем красавицы младые 
 Пришли толпой, с высоких стен 
 Глядеть на игры боевые; 
 Сраженья вид ужасен им, 
 Дивятся подвигам твоим, 
 Шлют к небу теплые молитвы: 
 Да возвратится невредим 
 Любезный воин с лютой битвы! 
 О! кто бы жадно не купил 
 Молитвы сей покоем, кровью! 
 Но ты не раз увенчан был 
 И бранной славой и любовью. 
 Когда ж певцу дозволит рок 
 Узнать, как ты, веселье боя 
 И заслужить хотя листок 
 Из лавров милого героя?


"
82;да;2853;xix/baratynsky/br1-112;Е. А. Баратынский;1822-1827;Я5ж,м;Дельвигу : «Дай руку мне, товарищ добрый мой...»;"Дай руку мне, товарищ добрый мой, 
 Путем одним пойдем до двери гроба 
 И тщетно нам за грозною бедой 
 Беду грозней пошлет судьбины злоба. 
 Ты помнишь ли, в какой печальный срок 
 Впервые ты узнал мой уголок? 
 Ты помнишь ли, с какой судьбой суровой 
 Боролся я, почти лишенный сил? 
 Я погибал: ты дух мой оживил 
 Надеждою возвышенной и новой: 
 Ты ввел меня в семейство добрых Муз; 
 Деля досуг меж ими и тобою, 
 Я ль чувствовал ее свинцовый груз 
 И перед ней унизился душою? 
 Ты сам порой глубокую печаль 
 В душе носил, но что? не мне ли вверить 
 Спешил ее? И дружба не всегда ль 
 Хоть несколько могла ее умерить? 
 Забытые фортуною слепой, 
 Мы ей на зло друг в друге всё имели 
 И, дружества твердя обет святой, 
 Бестрепетно в глаза судьбе глядели.


О! верь мне в том: чем жребий ни грозит, 
 Упорствуя в старинной неприязни, 
 Душа моя не ведает боязни, 
 Души моей ничто не изменит! 
 Так, милый друг! позволят ли мне боги 
 Ярмо забот сложить когда-нибудь 
 И весело на светлый мир взглянуть, 
 Попрежнему ль ко мне пребудут строги, 
 Всегда я твой. Судьей души моей 
 Ты должен быть и в ведро и в ненастье, 
 Удвоишь ты моих счастливых дней 
 Неполное без разделенья счастье; 
 В дни бедствия я знаю, где найти 
 Участие в судьбе своей тяжелой: 
 Чего ж робеть на жизненном пути? 
 Иду вперед с надеждою веселой. 
 Еще позволь желание одно 
 Мне произнесть: молюся я судьбине, 
 Чтоб для тебя я стал хотя отныне, 
 Чем для меня ты стал уже давно.


"
83;да;2854;xix/baratynsky/br1-114;Е. А. Баратынский;1824-1827;Я4ж,м;К... : «Мне с упоением заметным...»;"Мне с упоением заметным 
 Глаза поднять на вас беда: 
 Вы их встречаете всегда 
 С лицом сердитым, неприветным. 
 Я полон страстною тоской, 
 Но нет! рассудка не забуду 
 И на нескромный пламень мой 
 Ответа требовать не буду. 
 Не терпит бог младых проказ, 
 Ланит увядших, впалых глаз. 
 Надежды были бы напрасны 
 И к вам не ими я влеком. 
 Любуюсь вами, как цветком, 
 И счастлив тем, что вы прекрасны. 
 Когда я в очи вам гляжу, 
 Предавшись нежному томленью, 
 Слегка о прошлом я тужу, 
 Но рад, что сердце нахожу 
 Еще способным к упоенью. 
 Меж мудрецами был чудак: 
 «Я мыслю», пишет он, «итак 
 Я несомненно существую.» 
 Нет! любишь ты, и потому 
 Ты существуешь: я пойму 
 Скорее истину такую. 
 Огнем, похищенным с небес, 
 Япетов сын (гласит преданье) 
 Одушевил свое созданье, 
 И наказал его Зевес 
 Неумолимый, Прометея 
 К скалам Кавказа приковал, 
 И сердце вран ему клевал; 
 Но дерзость жертвы разумея, 
 Кто приговор не осуждал? 
 В огне волшебных ваших взоров 
 Я занял сердца бытие: 
 Ваш гнев достойнее укоров, 
 Чем преступление мое; 
 Но не сержусь я, шутка водит 
 Моим догадливым пером. 
 Я захожу в ваш милый дом, 
 Как вольнодумец в храм заходит. 
 Душою праздный с давних пор, 
 Еще твержу любовный вздор, 
 Еще беру прельщенья меры, 
 Как по привычке прежних дней 
 Он ароматы жжет без веры 
 Богам, чужим душе своей.


"
84;да;2855;xix/baratynsky/br1-116;Е. А. Баратынский;1820;Я4,Я6ж,м;Коншину : «Поверь, мой милый друг, страданье нужно нам...»;"Поверь, мой милый друг, страданье нужно нам, 
 Не испытав его, нельзя понять и счастья: 
 Живой источник сладострастья 
 Дарован в нем его сынам. 
 Одни ли радости отрадны и прелестны? 
 Одно ль веселье веселит? 
 Бездейственность души счастливцев тяготит; 
 Им силы жизни неизвестны. 
 Не нам завидовать ленивым чувствам их: 
 Что в дружбе ветренной, в любви однообразной 
 И в ощущениях слепых 
 Души рассеянной и праздной? 
 Счастливцы мнимые, способны ль вы понять 
 Участья нежного сердечную услугу? 
 Способны ль чувствовать, как сладко поверять 
 Печаль души своей внимательному другу? 
 Способны ль чувствовать, как дорог верный друг? 
 Но кто постигнут роком гневным, 
 Чью душу тяготит мучительный недуг, 
 Тот дорожит врачем душевным. 
 Что, что дает любовь веселым шалунам? 
 Забаву легкую, минутное забвенье; 
 В ней благо лучшее дано богами нам 
 И нужд живейших утоленье! 
 Как будет сладко, милый мой, 
 Поверить нежности чувствительной подруги, 
 Скажу ль? все раны, все недуги, 
 Все расслабление души твоей больной; 
 Забыв и свет и рок суровой. 
 Желанья смутные в одно желанье слить 
 И на устах ее, в ее дыханьи пить 
 Целебный воздух жизни новой! 
 Хвала всевидящим богам! 
 Пусть мнимым счастием для света мы убоги, 
 Счастливцы нас бедней, и праведные боги 
 Им дали чувственность, а чувство дали нам.


"
85;да;2856;xix/baratynsky/br1-118;Е. А. Баратынский;1823-1827;Я6ммжж;Н. И. Гнедичу : «Так! для отрадных чувств еще я не погиб...»;"Так! для отрадных чувств еще я не погиб, 
 Я не забыл тебя, почтенный Аристип, 
 И дружбу нежную, и Русские Афины! 
 Не Вакховых пиров, не лобызаний Фрины, 
 В нескромной юности нескромно петых мной, 
 Не шумной суеты, прославленной толпой, 
 Лишенье тяжко мне, в краю, где финну нищу 
 Отчизна мертвая едва дарует пищу, 
 Нет, нет! мне тягостно отсутствие друзей, 
 Лишенье тягостно беседы мне твоей, 
 То наставительной, то сладостно-отрадной: 
 В ней, сердцем жадный чувств, умом познаний жадной. 
 И сердцу и уму я пищу находил.


Счастливец! дни свои ты Музам посвятил 
 И бодро действуешь прекрасные полвека 
 На поле умственных усилий человека; 
 Искусства нежные и деятельный труд, 
 Заняв, украсили свободный твой приют. 
 Живитель сердца труд; искусства наслажденья.


Еще не породив прямого просвещенья, 
 Избыток породил бездейственную лень. 
 На мир снотворную она нагнала тень, 
 И чадам роскоши, обремененным скукой, 
 Довольство бедности тягчайшей было мукой; 
 Искусства низошли на помощь к ним тогда: 
 Уже отвыкнувших от грубого труда, 
 К трудам возвышенным они воспламенили 
 И праздность упражнять роскошно научили; 
 Быть может, счастием обязаны мы им.


Как беден страждущий бездействием своим! 
 Печальный, жалкий раб тупого усыпленья, 
 Не постигает он души употребленья, 
 В дремоту грубую всечасно погружон, 
 Отвыкнул чувствовать, отвыкнул мыслить он, 
 На собственных пирах вздыхает он украдкой, 
 Что длятся для него мгновенья жизни краткой.


Они в углу моем не длятся для меня. 
 Судьбу младенчески за строгость не виня 
 И взяв с тебя пример, поэзию, ученье 
 Призван я украшать свое уединенье. 
 Леса угрюмые, громады мшистых гор, 
 Пришельца нового пугающие взор, 
 Чужих безбрежных вод свинцовая равнина, 
 Напевы грустные протяжных песен Финна, 
 Не долго, помню я, в печальной стороне 
 Печаль холодную вливали в душу мне.


Я победил ее, и, не убит неволей, 
 Еще я бытия владею лучшей долей, 
 Я мыслю, чувствую: для духа нет оков; 
 То вопрошаю я предания веков, 
 Всемирных перемен читаю в них причины; 
 Наставлен давнею превратностью судьбины, 
 Учусь покорствовать судьбине я своей; 
 То занят свойствами и нравами людей, 
 Поступков их ищу прямые побужденья, 
 Вникаю в сердце их, слежу его движенья, 
 И в сердце разуму отчет стараюсь дать! 
 То вдохновение, Парнаса благодать, 
 Мне душу радует восторгами своими: 
 На миг обворожен, на миг обманут ими, 
 Дышу свободнее, и лиру взяв свою, 
 И дружбу, и любовь и негу я пою.


Осмеливаясь петь я помню преткновенья 
 Самолюбивого искусства песнопенья; 
 Но всякому свое, и мать племен людских, 
 Усердья полная ко благу чад своих, 
 Природа, каждого даря особой страстью, 
 Нам разные пути прокладывает к счастью: 
 Кто блеском почестей пленен в душе своей; 
 Кто создан для войны и любит стук мечей: 
 Любезны песни мне. Когда-то для забавы, 
 Я, праздный, посетил Парнасские дубравы 
 И воды светлые Кастальского ручья; 
 Там к хорам чистых дев прислушивался я, 
 Там, очарованный, влюбился я в искусство 
 Другим передавать в согласных звуках чувство, 
 И не страшась толпы взыскательных судей, 
 Я умереть хочу с любовию моей.


Так, скуку для себя считая бедством главным, 
 Я духа предаюсь порывам своенравным; 
 Так, без усилия ведет меня мой ум 
 От чувства к шалости, к мечтам от важных дум! 
 Но ни души моей восторги одиноки, 
 Ни любомудрия полезные уроки, 
 Ни песни мирные, ни легкие мечты, 
 Воображения случайные цветы, 
 Среди глухих лесов и скал моих унылых, 
 Не заменяют мне людей, для сердца милых, 
 И часто: грустию невольною объят, 
 Увидеть бы желал я пышный Петроград, 
 Вести желал бы вновь свой век непринужденной 
 В кругу детей искусств и неги просвещенной, 
 Апелла, Фидия желал бы навещать, 
 С тобой желал бы я беседовать опять, 
 Муж, дарованьями, душою превосходный, 
 В стихах возвышенный и в сердце благородный! 
 За то не в первый раз взываю я к богам: 
 Отдайте мне друзей; найду я счастье сам!


"
86;yes;2857;xix/baratynsky/br1-125;Е. А. Баратынский;1829;Я4ж,м;Фея : «Порою ласковую фею...»;"Порою ласковую Фею 
 Я вижу в обаяньи сна, 
 И всей наукою своею 
 Служить готова мне она. 
 Душой обманутой ликуя, 
 Мои мечты ей лепечу я; 
 Но что же? странно и во сне 
 Непокупное счастье мне: 
 Всегда дарам своим предложит 
 Условье некое она, 
 Которым, злобно смышлена, 
 Их отравит иль уничтожит. 
 Знать, самым духом мы рабы 
 Земной насмешливой судьбы; 
 Знать, миру явному дотоле 
 Наш бедный ум порабощён, 
 Что переносит поневоле 
 И в мир мечты его закон!


"
87;да;2858;xix/baratynsky/br1-126;Е. А. Баратынский;1831-1832;Х4жм;«Наслаждайтесь: всё проходит!..»;"Наслаждайтесь: всё проходит! 
 То благой, то строгий к нам, 
 Своенравно рок приводит 
 Нас к утехам и к бедам. 
 Чужд он долгого пристрастья: 
 Вы, чья жизнь полна красы, 
 На лету ловите счастья 
 Ненадежные часы.


Не ропщите: всё проходит, 
 И ко счастью иногда 
 Неожиданно приводит 
 Нас суровая беда. 
 И веселью, и печали, 
 На изменчивой земле, 
 Боги праведные дали 
 Одинакие криле.


"
88;да;2859;xix/baratynsky/br1-127;Е. А. Баратынский;1830;Аф2д;Лазурные очи : «Люблю я красавицу...»;"Люблю я красавицу 
 С очами лазурными 
 О! в них не обманчиво 
 Душа ее светится! 
 И если прекрасная 
 С любовию томною 
 На милом покоит их, 
 Он мирно блаженствует, 
 Вовек не смутит его 
 Сомненье мятежное. 
 И кто не доверится 
 Сиянью их чистому, 
 Эфирной их прелести, 
 Небесной души ее 
 Небесному знаменью?


Страшна мне, друзья мои, 
 Краса черноокая; 
 За темной завесою 
 Душа ее кроется, 
 Любовник пылает к ней 
 Любовью тревожною 
 И взорам двусмысленным 
 Не смеет довериться. 
 Какой-то недобрый дух 
 Качал колыбель ее: 
 Оделася тьмой она, 
 Вспылала причудою, 
 Закралося в сердце к ней 
 Лукавство лукавого.


"
89;да;2860;xix/baratynsky/br1-128;Е. А. Баратынский;1831-1832;Я6жжмм;«К чему невольнику мечтания свободы?..»;"К чему невольнику мечтания свободы? 
 Взгляни: безропотно текут речные воды 
 В указанных брегах, по склону их русла; 
 Ель величавая стоит, где возросла, 
 Невластная сойти. Небесные светила, 
 Назначенным путем, неведомая сила 
 Влечет. Бродячий ветр неволен, и закон 
 Его летучему дыханью положен. 
 Уделу своему и мы покорны будем, 
 Мятежные мечты смирим иль позабудем, 
 Рабы разумные, послушно согласим 
 Свои желания со жребием своим, -- 
 И будет счастлива, спокойна наша доля. 
 Безумец! не она ль, не вышняя ли воля 
 Дарует страсти нам? и не ее ли глас 
 В их гласе слышим мы? О, тягостна для нас 
 Жизнь, в сердце бьющая могучею волною 
 И в грани узкие втесненная судьбою.


"
90;да;2861;xix/baratynsky/br1-129;Е. А. Баратынский;1829;Я5ж,м;Эпиграмма : «Что пользы вам от шумных ваших прений?..»;"Что пользы вам от шумных ваших прений? 
 Кипит война; но что же? никому 
 Победы нет! Сказать ли почему? 
 Ни у кого ни мыслей нет, ни мнений! 
 Хотите ли, чтобы народный глас 
 Мог увенчать кого-нибудь из вас? 
 Чем холостой словесной перестрелкой 
 Морочить свет и множить пустяки, 
 Порадуйте нас дельною разделкой: 
 Благословясь, схватитесь за виски!


"
91;да;2862;xix/baratynsky/br1-130;Е. А. Баратынский;1828;Я4ж,м;«Сердечным нежным языком...»;"Сердечным нежным языком 
 Я искушал ее сначала: 
 Она словам моим внимала 
 С тупым, бессмысленным лицом. 
 В ней разбудить огонь желаний 
 Еще надежду я хранил 
 И сладострастных осязаний 
 Язык живой употребил... 
 Она глядела также тупо, 
 Потом разгневалася глупо.... 
 Беги за нею, модный свет, 
 Пленяйся девой идеальной! 
 Владею тайной я печальной: 
 Ни сердца в ней, ни пола нет.


"
92;да;2863;xix/baratynsky/br1-131;Е. А. Баратынский;1831;Я4ж,м;Языкову : «Бывало, свет позабывая...»;"Бывало, свет позабывая 
 С тобою счастливым певцом, 
 Твоя Камена молодая 
 Венчалась гроздьем и плющом 
 И песни ветреные пела, 
 И к ней, безумна и слепа, 
 То, увлекаясь, пламенела 
 Любовью грубою толпа, 
 То, на свободные напевы 
 Сердяся в ханжестве тупом, 
 Она ругалась чудной девы 
 Ей непонятным божеством. 
 Во взорах пламень вдохновенья, 
 Огонь восторга на щеках, 
 Был жар хмельной в ее глазах 
 Или румянец вожделенья... 
 Она высоко рождена, 
 Ей много славы подобает: 
 Лишь для любовника она 
 Наряд Менады надевает. 
 Яви-ж, яви ее скорей, 
 Певец, в достойном блеске миру: 
 Наперснице души твоей 
 Дай диадиму и порфиру; 
 Державный сан ее открой, 
 Да изумит своей красой, 
 Да величавый взор смущает 
 Ее злословного судью, 
 Да в ней хулитель твой познает 
 Мою царицу и свою.


"
93;да;2864;xix/baratynsky/br1-132;Е. А. Баратынский;1823;Я4м+Я2ж;В альбом Софии : «Мила, как Грация, скромна...»;"Мила как Грация, скромна 
 Как Сандрильона, 
 Подобно ей, красой она 
 Достойна трона. 
 Приятна лира ей моя; 
 Но что мне в этом? 
 Выть королем желал бы я, 
 А не поэтом.


"
