"","path","text_id","A_ID","author_text","text_title","first_line","PER_ID","year","vol","num","pages","subtitle","author_sign"
"192","../../data/corpus1835/periodicals/per_raw//P_1181.txt","P_1181","A-114","Лермонтов М.Ю.","Воздушный корабль","По синим волнам океана","ОЗ",1840,"Т. 10. Отд. 3","","1-3","Из Зейдлица","М. Лермонтов"
"193","../../data/corpus1835/periodicals/per_raw//P_1182.txt","P_1182","A-169","Павлова К.К.","Песня","Красив Бригнала брег крутой","ОЗ",1840,"Т. 10. Отд. 3","","3-4","С английского, из Вальтера Скотта","-ва-"
"194","../../data/corpus1835/periodicals/per_raw//P_1183.txt","P_1183","A-219","Огарев Н.П.","Старый дом","Старый дом, старый друг, посетил я","ОЗ",1840,"Т. 10. Отд. 3","","99-100","","И. Огарев"
"195","../../data/corpus1835/periodicals/per_raw//P_1184.txt","P_1184","A-219","Огарев Н.П.","Кремль","За тучами чуть видима луна","ОЗ",1840,"Т. 10. Отд. 3","","100","","И. Огарев"
"196","../../data/corpus1835/periodicals/per_raw//P_1185.txt","P_1185","A-222","Сатин Н.М.","De profundis","Что день, то в жизни похороны","ОЗ",1840,"Т. 10. Отд. 3","","100-101","","И. Сатин"
"197","../../data/corpus1835/periodicals/per_raw//P_1186.txt","P_1186","A-152","Красов В.И.","Стансы к Дездемоне","О, ты - добра, ты - ангел доброты","ОЗ",1840,"Т. 10. Отд. 3","","102","","В. Красов"
"198","../../data/corpus1835/periodicals/per_raw//P_1187.txt","P_1187","A-152","Красов В.И.","Прости навсегда","Прости! уж парус на волнах","ОЗ",1840,"Т. 10. Отд. 3","","103","","В. Красов"
"199","../../data/corpus1835/periodicals/per_raw//P_1188.txt","P_1188","A-226","Аксаков К.С.","К радости","Радость, мира украшенье","ОЗ",1840,"Т. 10. Отд. 3","","129-131","Из Шиллера","К. А-в"
"200","../../data/corpus1835/periodicals/per_raw//P_1189.txt","P_1189","A-7","Кольцов А.В.","Дума сокола","Долго ль буду я","ОЗ",1840,"Т. 10. Отд. 3","","131-132","","А. Кольцов"
"201","../../data/corpus1835/periodicals/per_raw//P_119.txt","P_119","","С ***","Осел","Есть в Греции гора, - Парнас","БдЧ",1836,"Т. 18","","21-22","Басня","С ***"
"202","../../data/corpus1835/periodicals/per_raw//P_1190.txt","P_1190","A-7","Кольцов А.В.","","Греет солнышко","ОЗ",1840,"Т. 10. Отд. 3","","133","Две русские песни","А. Кольцов"
"203","../../data/corpus1835/periodicals/per_raw//P_1191.txt","P_1191","A-7","Кольцов А.В.","","Без ума, без разума","ОЗ",1840,"Т. 10. Отд. 3","","134","Две русские песни","А. Кольцов"
"204","../../data/corpus1835/periodicals/per_raw//P_1192.txt","P_1192","A-114","Лермонтов М.Ю.","Отчего","Мне грустно, потому что я тебя люблю","ОЗ",1840,"Т. 10. Отд. 3","","280","","М. Лермонтов"
"205","../../data/corpus1835/periodicals/per_raw//P_1193.txt","P_1193","A-208","Клюшников И.П.","Ей","Я понимаю взор твой страстный","ОЗ",1840,"Т. 10. Отд. 3","","280","","- Ф -"
"206","../../data/corpus1835/periodicals/per_raw//P_1194.txt","P_1194","A-152","Красов В.И.","Веселая песня","Подай нам скорее вина и бокалы","ОЗ",1840,"Т. 10. Отд. 3","","281","","В. Красов"
"207","../../data/corpus1835/periodicals/per_raw//P_1195.txt","P_1195","A-160","Ознобишин Д.П.","Пятигорск","Пустынный край! Здесь Дивного рука","ОЗ",1840,"Т. 10. Отд. 3","","281","","Ознобишин"
"208","../../data/corpus1835/periodicals/per_raw//P_1196.txt","P_1196","A-208","Клюшников И.П.","Городок","Прощай, прощай, родное племя","ОЗ",1840,"Т. 10. Отд. 3","","282","","- Ф -"
"209","../../data/corpus1835/periodicals/per_raw//P_1197.txt","P_1197","A-152","Красов В.И.","Песня","Уж я с вечера сидела","ОЗ",1840,"Т. 10. Отд. 3","","290","","В. Красов"
"210","../../data/corpus1835/periodicals/per_raw//P_1198.txt","P_1198","A-114","Лермонтов М.Ю.","Благодарность","За все, за все тебя благодарю я","ОЗ",1840,"Т. 10. Отд. 3","","290","","М. Лермонтов"
"211","../../data/corpus1835/periodicals/per_raw//P_1199.txt","P_1199","A-150","Вяземский П.А.","Молись","Молись! Дает молитва крылья","ОЗ",1840,"Т. 10. Отд. 3","","291-292","М.А. Бартеневой","Князь П. Вяземский"
"212","../../data/corpus1835/periodicals/per_raw//P_12.txt","P_12","A-139","Прокопович Н.Я.","Полнолуние","Ночь тиха, дорога гладка","БдЧ",1835,"Т.8. Отд. 1","","145-157","Баллада","Н. Прокопович"
"213","../../data/corpus1835/periodicals/per_raw//P_120.txt","P_120","A-153","Ростопчина Е.П.","Три поры","Была пора, - во мне тревожное волненье","БдЧ",1836,"Т. 18","","151-152","","Гр. А-а Р-а"
"214","../../data/corpus1835/periodicals/per_raw//P_1200.txt","P_1200","A-114","Лермонтов М.Ю.","Молитва","Я, Матерь Божия, ныне с молитвою","ОЗ",1840,"Т. 11. Отд. 3","","1","","М. Лермонтов"
"215","../../data/corpus1835/periodicals/per_raw//P_1201.txt","P_1201","A-114","Лермонтов М.Ю.","Из Гете","Горные вершины","ОЗ",1840,"Т. 11. Отд. 3","","1","","М. Лермонтов"
"216","../../data/corpus1835/periodicals/per_raw//P_1202.txt","P_1202","A-7","Кольцов А.В.","Песня","Целый день на небе","ОЗ",1840,"Т. 11. Отд. 3","","48","","А. Кольцов"
"217","../../data/corpus1835/periodicals/per_raw//P_1203.txt","P_1203","A-152","Красов В.И.","Видение","Ее уж нет! В таинственной долине","ОЗ",1840,"Т. 11. Отд. 3","","49","","В. Красов"
"218","../../data/corpus1835/periodicals/per_raw//P_1204.txt","P_1204","A-208","Клюшников И.П.","* * *","Когда, горя преступным жаром","ОЗ",1840,"Т. 11. Отд. 3","","49-50","","- Ф -"
"219","../../data/corpus1835/periodicals/per_raw//P_1205.txt","P_1205","A-152","Красов В.И.","Песня","Ты долго ль, цветущей долины хранитель","ОЗ",1840,"Т. 11. Отд. 3","","50-51","","В. Красов"
"220","../../data/corpus1835/periodicals/per_raw//P_1206.txt","P_1206","A-241","Вуич Н.Е.","Сонет","Порой отрадною, в те светлые мгновенья","ОЗ",1840,"Т. 11. Отд. 3","","51","","Н. Вуич"
"221","../../data/corpus1835/periodicals/per_raw//P_1207.txt","P_1207","A-241","Вуич Н.Е.","Ревность","Страшись, красавица, любовного недуга","ОЗ",1840,"Т. 11. Отд. 3","","51-52","","Н. Вуич"
"222","../../data/corpus1835/periodicals/per_raw//P_1208.txt","P_1208","A-7","Кольцов А.В.","Песня разбойника","Не страшна мне, добру молодцу","ОЗ",1840,"Т. 11. Отд. 3","","147-148","Памяти друга","А. Кольцов"
"223","../../data/corpus1835/periodicals/per_raw//P_1209.txt","P_1209","A-7","Кольцов А.В.","Божий мир","Отец света - вечность","ОЗ",1840,"Т. 11. Отд. 3","","149","Дума","А. Кольцов"
"224","../../data/corpus1835/periodicals/per_raw//P_121.txt","P_121","A-153","Ростопчина Е.П.","Зимний вечер","Когда порой зимы так рано вечереет","БдЧ",1836,"Т. 18","","152-153","","Гр. А-а Р-а"
"225","../../data/corpus1835/periodicals/per_raw//P_1210.txt","P_1210","A-208","Клюшников И.П.","Осенний день","Над свежей юноши могилой","ОЗ",1840,"Т. 11. Отд. 3","","150","На могиле Н.","- Ф -"
"226","../../data/corpus1835/periodicals/per_raw//P_1211.txt","P_1211","A-152","Красов В.И.","Ave Maria","Коленопреклонен, с смятенным сердцем я","ОЗ",1840,"Т. 11. Отд. 3","","150-151","","В. Красов"
"227","../../data/corpus1835/periodicals/per_raw//P_1212.txt","P_1212","A-241","Вуич Н.Е.","Увядшей красавице","Вы были девушка большая","ОЗ",1840,"Т. 11. Отд. 3","","381","","Н. Вуич"
"228","../../data/corpus1835/periodicals/per_raw//P_1213.txt","P_1213","A-208","Клюшников И.П.","Претензии","Наш век чудак - и совершенства","ОЗ",1840,"Т. 11. Отд. 3","","381-382","","- Ф -"
"229","../../data/corpus1835/periodicals/per_raw//P_1214.txt","P_1214","A-152","Красов В.И.","Вечер","Я каждый раз невесело встречаю","ОЗ",1840,"Т. 11. Отд. 3","","382","","В. Красов"
"230","../../data/corpus1835/periodicals/per_raw//P_1215.txt","P_1215","A-114","Лермонтов М.Ю.","Ребенку","О грезах юности томим воспоминаньем","ОЗ",1840,"Т. 12. Отд. 3","","1-2","","М. Лермонтов"
"231","../../data/corpus1835/periodicals/per_raw//P_1216.txt","P_1216","A-208","Клюшников И.П.","Песня","Мне уж скоро тридцать лет","ОЗ",1840,"Т. 12. Отд. 3","","2","","- Ф -"
"232","../../data/corpus1835/periodicals/per_raw//P_1217.txt","P_1217","A-219","Огарев Н.П.","Деревенский сторож","Ночь темна; на небе тучи","ОЗ",1840,"Т. 12. Отд. 3","","225","","И. Огарев"
"233","../../data/corpus1835/periodicals/per_raw//P_1218.txt","P_1218","A-259","Полонский Я.П.","* * *","Священный благовест торжественно звучит","ОЗ",1840,"Т. 12. Отд. 3","","225-226","","Я. Полонский"
"234","../../data/corpus1835/periodicals/per_raw//P_1219.txt","P_1219","A-226","Аксаков К.С.","Из Гейне","Как луна лучом пронзает","ОЗ",1840,"Т. 12. Отд. 3","","226","","К. Аксаков"
"235","../../data/corpus1835/periodicals/per_raw//P_122.txt","P_122","A-18","Бенедиктов В.Г.","Две сестры","Через все пути земные","БдЧ",1836,"Т. 18","","153-154","","Бенедиктов"
"236","../../data/corpus1835/periodicals/per_raw//P_1220.txt","P_1220","A-253","Шевырев С.П.","Мадонна","Мадонна грустная крестом сложила руки","ОЗ",1840,"Т. 12. Отд. 3","","227","","С. Шевырев"
"237","../../data/corpus1835/periodicals/per_raw//P_1221.txt","P_1221","A-147","Струговщиков А.Н.","Аполлон и Гермес","С светлым властителем Делоса спорил неистовый Гермес","ОЗ",1840,"Т. 12. Отд. 3","","227","Подражание древним, из Гете","А. Струговщиков"
"238","../../data/corpus1835/periodicals/per_raw//P_1222.txt","P_1222","A-152","Красов В.И.","Бабушка","Много езжу я по свету","ОЗ",1840,"Т. 12. Отд. 3","","228","","В. Красов"
"239","../../data/corpus1835/periodicals/per_raw//P_1223.txt","P_1223","A-11","Пушкин А.С.","В альбом","В тревоге пестрой и бесплодной","ОЗ",1840,"Т. 12. Отд. 3","","229","","А. Пушкин"
"240","../../data/corpus1835/periodicals/per_raw//P_1224.txt","P_1224","A-114","Лермонтов М.Ю.","А.О. Смирновой","Без вас хочу сказать вам много","ОЗ",1840,"Т. 12. Отд. 3","","229","","М. Лермонтов"
"241","../../data/corpus1835/periodicals/per_raw//P_1225.txt","P_1225","A-152","Красов В.И.","Элегия","При сильных страданьях, при едкой печали","ОЗ",1840,"Т. 12. Отд. 3","","230","","В. Красов"
"242","../../data/corpus1835/periodicals/per_raw//P_1226.txt","P_1226","A-208","Клюшников И.П.","Жизнь","Дар мгновенный, дар прекрасный","ОЗ",1840,"Т. 12. Отд. 3","","230","","- Ф -"
"243","../../data/corpus1835/periodicals/per_raw//P_1228.txt","P_1228","A-157","Греков Н.П.","Романс","Когда тоска на душу мне заляжет","ОЗ",1840,"Т. 12. Отд. 3","","248","","Н. Греков"
"244","../../data/corpus1835/periodicals/per_raw//P_1229.txt","P_1229","A-208","Клюшников И.П.","Меланхолик","Я помню детство: в радужных лучах","ОЗ",1840,"Т. 12. Отд. 3","","248","","- Ф -"
"245","../../data/corpus1835/periodicals/per_raw//P_123.txt","P_123","A-15","Тимофеев А.В.","Пробуждение во сне","Я снова проснулся, я снова лечу","БдЧ",1836,"Т. 18","","155","","Тимофеев"
"246","../../data/corpus1835/periodicals/per_raw//P_1230.txt","P_1230","A-7","Кольцов А.В.","Перепутье","До чего ты, моя молодость","ОЗ",1840,"Т. 12. Отд. 3","","313","","А. Кольцов"
"247","../../data/corpus1835/periodicals/per_raw//P_1231.txt","P_1231","A-165","Катков М.Н.","Кубок и вино","За кубки, - и вниманье","ОЗ",1840,"Т. 12. Отд. 3","","314-315","Из Рюкерта","М. Катков"
"248","../../data/corpus1835/periodicals/per_raw//P_1232.txt","P_1232","A-153","Ростопчина Е.П.","И он поэт!","И он поэт, - о, да! - и он поэт","ОЗ",1840,"Т. 12. Отд. 3","","316","","Гр-ня Е. Р-на"
"249","../../data/corpus1835/periodicals/per_raw//P_1233.txt","P_1233","A-253","Шевырев С.П.","Тень","Песнь кормилицы умолкла","ОЗ",1840,"Т. 13. Отд. 3","","1-4","Баллада барона А. Мальтица. Перевод с немецкого","С. Шевырев"
"250","../../data/corpus1835/periodicals/per_raw//P_1234.txt","P_1234","A-152","Красов В.И.","Время","Время, летучее время","ОЗ",1840,"Т. 13. Отд. 3","","13","","В. Красов"
"251","../../data/corpus1835/periodicals/per_raw//P_1235.txt","P_1235","A-241","Вуич Н.Е.","Дума","От светлой юности до сумрачной могилы","ОЗ",1840,"Т. 13. Отд. 3","","14","","Н. Вуич"
"252","../../data/corpus1835/periodicals/per_raw//P_1236.txt","P_1236","A-208","Клюшников И.П.","Ночная молитва","Давно, давно, в грязи земных страстей","ОЗ",1840,"Т. 13. Отд. 3","","45","","- Ф -"
"253","../../data/corpus1835/periodicals/per_raw//P_1237.txt","P_1237","A-207","Соллогуб В.А.","Роза и изумруд","Много я цветов прекрасных","ОЗ",1840,"Т. 13. Отд. 3","","46","","Гр. В. С-в"
"254","../../data/corpus1835/periodicals/per_raw//P_1238.txt","P_1238","A-7","Кольцов А.В.","Русская песня","Дуют ветры","ОЗ",1840,"Т. 13. Отд. 3","","47","","А. Кольцов"
"255","../../data/corpus1835/periodicals/per_raw//P_1239.txt","P_1239","A-208","Клюшников И.П.","* * *","Слава Богу, на Парнасе","ОЗ",1840,"Т. 13. Отд. 3","","48","","- Ф -"
"256","../../data/corpus1835/periodicals/per_raw//P_124.txt","P_124","","","Жнецы","Однажды вечерел прекрасный летний день","БдЧ",1836,"Т. 18","","156-157?","",""
"257","../../data/corpus1835/periodicals/per_raw//P_1240.txt","P_1240","A-153","Ростопчина Е.П.","Виктору Гюго, отверженному французской академиею","Не избран ты… отвержен ты… но слава","ОЗ",1840,"Т. 13. Отд. 3","","113","","Гр-ня Е. Р-на"
"258","../../data/corpus1835/periodicals/per_raw//P_1241.txt","P_1241","A-7","Кольцов А.В.","Лес","О чем шумит сосновый лес","ОЗ",1840,"Т. 13. Отд. 3","","114","","А. Кольцов"
"259","../../data/corpus1835/periodicals/per_raw//P_1242.txt","P_1242","A-165","Катков М.Н.","Свидание и расставание","Коня скорее - сердце бьется","ОЗ",1840,"Т. 13. Отд. 3","","115","Из Гете. А.В. Кольцову","М. Катков"
"260","../../data/corpus1835/periodicals/per_raw//P_1243.txt","P_1243","A-208","Клюшников И.П.","К Москве","В Москву с последнего ночлега","ОЗ",1840,"Т. 13. Отд. 3","","116","","- Ф -"
"261","../../data/corpus1835/periodicals/per_raw//P_1244.txt","P_1244","A-33","Кульчицкий А.","Горнее эхо","Над долиной, по горе","ОЗ",1840,"Т. 13. Отд. 3","","222","Из Гете","А. Кульчицкий"
"262","../../data/corpus1835/periodicals/per_raw//P_1245.txt","P_1245","A-160","Ознобишин Д.П.","Вечерняя молитва","Когда угаснет день, и ночи мрак победной","ОЗ",1840,"Т. 13. Отд. 3","","223","","Ознобишин"
"263","../../data/corpus1835/periodicals/per_raw//P_1246.txt","P_1246","A-7","Кольцов А.В.","Разлука","На заре туманной юности","ОЗ",1840,"Т. 13. Отд. 3","","224","","А. Кольцов"
"264","../../data/corpus1835/periodicals/per_raw//P_1247.txt","P_1247","A-181","Кронеберг А.И.","Из Гейне","Ночь глаза мои скрывала","ОЗ",1840,"Т. 13. Отд. 3","","265-266","","А. Кронеберг"
"265","../../data/corpus1835/periodicals/per_raw//P_1248.txt","P_1248","A-7","Кольцов А.В.","Русская песня","Так и рвется душа","ОЗ",1840,"Т. 13. Отд. 3","","266","","А. Кольцов"
"266","../../data/corpus1835/periodicals/per_raw//P_1249.txt","P_1249","A-152","Красов В.И.","Песня","Пронеслась, пронеслась моя младость","ОЗ",1840,"Т. 13. Отд. 3","","289","","В. Красов"
"267","../../data/corpus1835/periodicals/per_raw//P_125.txt","P_125","A-113","Козлов И.И.","Выбор","У девы милой и прелестной","БдЧ",1836,"Т. 19.","","10-11","Фантазия","И. Козлов"
"268","../../data/corpus1835/periodicals/per_raw//P_1250.txt","P_1250","A-114","Лермонтов М.Ю.","К портрету","Как мальчик кудрявый резва","ОЗ",1840,"Т. 13. Отд. 3","","290","","М. Лермонтов"
"269","../../data/corpus1835/periodicals/per_raw//P_1251.txt","P_1251","A-19","Жуковский В.А.","Бородинская годовщина","Русский Царь созвал дружины","Совр",1839,"Т. 16. 3-ей паг","","205-213","","В. Жуковский"
"270","../../data/corpus1835/periodicals/per_raw//P_1252.txt","P_1252","A-260","Галанин И.Д.","Казаку","Казак отчаянный, лихой","ЛПРИ",1835,"Ч. 17","1","7","","Ив. Галанин"
"271","../../data/corpus1835/periodicals/per_raw//P_1253.txt","P_1253","","Л.Р.","В альбом А.С. Т…вой","Как роза на груди Психеи","ЛПРИ",1835,"Ч. 17","1","7","По возвращении ея из Р***","Л.Р."
"272","../../data/corpus1835/periodicals/per_raw//P_1254.txt","P_1254","","Ш.","Шарада","Начальное мое лишь в теплых сторонах","ЛПРИ",1835,"Ч. 17","","8","","Ш."
"273","../../data/corpus1835/periodicals/per_raw//P_1255.txt","P_1255","A-248","Волков П.Г.","Мечта","Я люблю ночной порою","ЛПРИ",1835,"Ч. 17","2","15","","Платон Волков"
"274","../../data/corpus1835/periodicals/per_raw//P_1256.txt","P_1256","A-5","Зилов А.М.","Душевная страна","Не омрачай, зловещий дух","ЛПРИ",1835,"Ч. 17","3","21-22","","Алексей Зилов"
"275","../../data/corpus1835/periodicals/per_raw//P_1257.txt","P_1257","A-229","Петерсон К.А.","Призрак","Ночью путник запоздалый","ЛПРИ",1835,"Ч. 17","4","31","Сказка","К. Петерсон"
"276","../../data/corpus1835/periodicals/per_raw//P_1258.txt","P_1258","","Е. Ш-ий","К Л…му","Прощай, мой милый, Бог с тобою","ЛПРИ",1835,"Ч. 17","4","31","","Е. Ш-ий"
"277","../../data/corpus1835/periodicals/per_raw//P_1259.txt","P_1259","","","Расставанье","Не спеши, моя красавица, постой","ЛПРИ",1835,"Ч. 17","5","39","",""
"278","../../data/corpus1835/periodicals/per_raw//P_126.txt","P_126","A-113","Козлов И.И.","Ревность","Полночный час ударил на кладбище","БдЧ",1836,"Т. 19","","11-12","","И. Козлов"
"279","../../data/corpus1835/periodicals/per_raw//P_1260.txt","P_1260","","","Шарада","Когда в Гостиный двор, иль в лавку, иль в лабаз","ЛПРИ",1835,"Ч. 17","5","39","",""
"280","../../data/corpus1835/periodicals/per_raw//P_1261.txt","P_1261","A-174","Бистром А.","В альбом Ал. Мо…н К.Р.П.Н.К.Вой","Как имя скрытого под гробовой доской","ЛПРИ",1835,"Ч. 17","7","54-55","Из Байрона","Ал. Бистром"
"281","../../data/corpus1835/periodicals/per_raw//P_1262.txt","P_1262","A-93","Измайлов А.Е.","Воззвание к Фебу","Взойди, о Феб! на небеса","ЛПРИ",1835,"Ч. 17","7","55","Написанное незадолго до кончины","А. Измайлов"
"282","../../data/corpus1835/periodicals/per_raw//P_1263.txt","P_1263","","","Омоним","Когда я ангола, Сибирский или пестрый","ЛПРИ",1835,"Ч. 17","7","55","",""
"283","../../data/corpus1835/periodicals/per_raw//P_1264.txt","P_1264","A-261","Фон-Бейер Г.","Черный глаз","О! черный глаз — опасный глаз!","ЛПРИ",1835,"Ч. 17","8","63","Л.Я. Бр-ной","Фон-Бейер"
"284","../../data/corpus1835/periodicals/per_raw//P_1265.txt","P_1265","","* * *","Романс","Мне про любовь, мой друг, не пой","ЛПРИ",1835,"Ч. 17","8","63-64","","* * *"
"285","../../data/corpus1835/periodicals/per_raw//P_1266.txt","P_1266","A-154","Тютчев Ф.И.","Песнь радости","Радость, первенец творенья","ЛПРИ",1835,"Ч. 17","9","69-70","Минхен. 1823. Февраль","Ф. Тютчев"
"286","../../data/corpus1835/periodicals/per_raw//P_1267.txt","P_1267","","","К ***","Вот он, вот он, над чьей могилой","ЛПРИ",1835,"Ч. 17","9","70","",""
"287","../../data/corpus1835/periodicals/per_raw//P_1268.txt","P_1268","","","Омоним","Я модный, я большой","ЛПРИ",1835,"Ч. 17","9","71","",""
"288","../../data/corpus1835/periodicals/per_raw//P_1269.txt","P_1269","A-260","Галанин И.Д.","Судьба волны","Седая пеняся волна","ЛПРИ",1835,"Ч. 17","10","79","","Ив. Галанин"
"289","../../data/corpus1835/periodicals/per_raw//P_127.txt","P_127","A-113","Козлов И.И.","Поэт и буря","О дивный Оссиан! мечтая о туманах","БдЧ",1836,"Т. 19.","","13-14","Из поэмы “Jocely” Ламартина","И. Козлов"
"290","../../data/corpus1835/periodicals/per_raw//P_1270.txt","P_1270","","","Я знаю вас","Я знаю вас, друзья-поэты","ЛПРИ",1835,"Ч. 17","10","79-80","",""
"291","../../data/corpus1835/periodicals/per_raw//P_1271.txt","P_1271","A-262","Хотяинцев П.И.","В.В. Энгельгардту","Сказать ли правду? — приближенье","ЛПРИ",1835,"Ч. 17","11","87-88","","Павел Хотяинцов"
"292","../../data/corpus1835/periodicals/per_raw//P_1272.txt","P_1272","","","Шарада","Слог первый важный чин Турецкой означает","ЛПРИ",1835,"Ч. 17","11","88","",""
"293","../../data/corpus1835/periodicals/per_raw//P_1273.txt","P_1273","","Н.Д.","К графу А.А. Мантейфелю","В вашем замке все прекрасно","ЛПРИ",1835,"Ч. 17","12","95-96","","Н.Д."
"294","../../data/corpus1835/periodicals/per_raw//P_1274.txt","P_1274","A-121","Алексеев П.Ф.","Воспоминание","Ты помнишь ли, о родина святая","ЛПРИ",1835,"Ч. 17","13","103","","П.А."
"295","../../data/corpus1835/periodicals/per_raw//P_1275.txt","P_1275","","","Шарада","Слог первый вымести стараются скорей","ЛПРИ",1835,"Ч. 17","13","104","",""
"296","../../data/corpus1835/periodicals/per_raw//P_1276.txt","P_1276","A-46","Подолинский А.И.","Предчувствие","В каком недуге я тоскую","ЛПРИ",1835,"Ч. 17","14","111","","А. Подолинский"
"297","../../data/corpus1835/periodicals/per_raw//P_1277.txt","P_1277","A-174","Бистром А.","Романс","Желтеет лист, валится лист","ЛПРИ",1835,"Ч. 17","14","111-112","","Ал. Бистром"
"298","../../data/corpus1835/periodicals/per_raw//P_1278.txt","P_1278","A-260","Галанин И.Д.","Мотылек","Родясь весной, окончить жизнь с цветами","ЛПРИ",1835,"Ч. 17","15","119","Из Ламартина","Ив. Галанин"
"299","../../data/corpus1835/periodicals/per_raw//P_1279.txt","P_1279","","","Шарада","Мое начальное жужжит, летает","ЛПРИ",1835,"Ч. 17","15","119-120","",""
"300","../../data/corpus1835/periodicals/per_raw//P_128.txt","P_128","A-113","Козлов И.И.","Эрминия на берегах Иордана","Эрминия под тень густую","БдЧ",1836,"Т. 19","","14-15","","И. Козлов"
"301","../../data/corpus1835/periodicals/per_raw//P_1280.txt","P_1280","","","Сирота","Я, как пришлец страны забытой","ЛПРИ",1835,"Ч. 17","16","127","",""
"302","../../data/corpus1835/periodicals/per_raw//P_1281.txt","P_1281","","Е. Ш-ий","Романс","Я пил блаженство через край","ЛПРИ",1835,"Ч. 17","17","135","","Е. Ш-ий"
"303","../../data/corpus1835/periodicals/per_raw//P_1282.txt","P_1282","","","Омоним","Большая рыба и стерляжьей я породы","ЛПРИ",1835,"Ч. 17","17","136","",""
"304","../../data/corpus1835/periodicals/per_raw//P_1283.txt","P_1283","A-263","Осменский П.","К незнаемой певице","Зачем, неведомая, ты","ЛПРИ",1835,"Ч. 17","18","143","","П. Осменский"
"305","../../data/corpus1835/periodicals/per_raw//P_1284.txt","P_1284","A-157","Греков Н.П.","К Р…","Приветствую тебя, поэт","ЛПРИ",1835,"Ч. 17","18","143","","Н. Греков"
"306","../../data/corpus1835/periodicals/per_raw//P_1285.txt","P_1285","","Н.Д.","К графу А.А. Мантейфелю","Угостили меня хватски","ЛПРИ",1835,"Ч. 17","19","151","","Н.Д."
"307","../../data/corpus1835/periodicals/per_raw//P_1286.txt","P_1286","","","Шарада","Начало литера. Ее был жребий странной","ЛПРИ",1835,"Ч. 17","19","151-152","",""
"308","../../data/corpus1835/periodicals/per_raw//P_1287.txt","P_1287","A-264","Тихонравов В.","К гению","Подобие Творца — творящий, дивный ум","ЛПРИ",1835,"Ч. 17","20","159","","В. Тихонравов"
"309","../../data/corpus1835/periodicals/per_raw//P_1288.txt","P_1288","A-174","Бистром А.","Песня","Ласточка летит из за-моря","ЛПРИ",1835,"Ч. 17","21","167","","Ал. Бистром"
"310","../../data/corpus1835/periodicals/per_raw//P_1289.txt","P_1289","","","Шарада","Слог первый цифра иль число","ЛПРИ",1835,"Ч. 17","21","168","",""
"311","../../data/corpus1835/periodicals/per_raw//P_129.txt","P_129","A-113","Козлов И.И.","Еврейская мелодия","Когда в нетленном мире том","БдЧ",1836,"Т. 19.","","16","Из Байрона","И. Козлов"
"312","../../data/corpus1835/periodicals/per_raw//P_1290.txt","P_1290","A-28","Суханов М.Д.","К другу","Еще я не забыт тобою","ЛПРИ",1835,"Ч. 17","22","175","","Суханов"
"313","../../data/corpus1835/periodicals/per_raw//P_1291.txt","P_1291","A-155","Менцов Ф.Н.","Певец к славянам пред отъездом на войну","Славяне! приспела пора отправленья","ЛПРИ",1835,"Ч. 17","23","181-182","","Ф. Менцов"
"314","../../data/corpus1835/periodicals/per_raw//P_1292.txt","P_1292","","","Омоним","Уездный город я, губернии же Псковской","ЛПРИ",1835,"Ч. 17","23","182","",""
"315","../../data/corpus1835/periodicals/per_raw//P_1293.txt","P_1293","","N.N.","Ответ русского германке, сказавшей ему: я не русская","Ты Немка наша! ты гражданка","ЛПРИ",1835,"Ч. 17","24","191-192","Песня","N.N."
"316","../../data/corpus1835/periodicals/per_raw//P_1294.txt","P_1294","A-56","Петров И.М.","Медный всадник","Вешней негой солнце дышит","ЛПРИ",1835,"Ч. 17","25","197-198","","И. Петров"
"317","../../data/corpus1835/periodicals/per_raw//P_1295.txt","P_1295","","Ш.","Шарада","Слог первый означает вес","ЛПРИ",1835,"Ч. 17","25","198","","Ш."
"318","../../data/corpus1835/periodicals/per_raw//P_1296.txt","P_1296","A-66","Демидов М.А.","Незнакомке, которую я увидел в театре","Я вас увидел в первый раз","ЛПРИ",1835,"Ч. 17","26","207","","М. Демидов"
"319","../../data/corpus1835/periodicals/per_raw//P_1297.txt","P_1297","A-265","Ставелов Н.","Элегия","Сошел седой туман на сонные долины","ЛПРИ",1835,"Ч. 18","28-29","229-230","","Н. Ставелов"
"320","../../data/corpus1835/periodicals/per_raw//P_1298.txt","P_1298","","","Шарада","Когда подвигнуты мгновенным состраданьем","ЛПРИ",1835,"Ч. 18","28-29","231","",""
"321","../../data/corpus1835/periodicals/per_raw//P_1299.txt","P_1299","","N.N.","Вист","Кто карты вывез к нам из-за морей","ЛПРИ",1835,"Ч. 18","30","238","","N.N."
"322","../../data/corpus1835/periodicals/per_raw//P_13.txt","P_13","A-11","Пушкин А.С.","Сербская песня","Что ты ржешь, мой конь ретивый","БдЧ",1835,"Т.8. Отд. 1","","158","","А. Пушкин"
"323","../../data/corpus1835/periodicals/per_raw//P_130.txt","P_130","A-18","Бенедиктов В.Г.","Ватерлоо","Видали ль вы, как из валов тумана","БдЧ",1836,"Т. 19","","87-93","","Бенедиктов"
"324","../../data/corpus1835/periodicals/per_raw//P_1300.txt","P_1300","A-264","Тихонравов В.","Гимн святой вере","Светильник истины во мраке заблужденья","ЛПРИ",1835,"Ч. 18","31","247-248","","В. Тихонравов"
